학교코드(KEDI),학교명_20251001,행정구_20251001,설립_20251001,지역규모_20251001,주소_20251001,학생수_20251001,학급수_20251001,교원수_20251001,학급당학생수_20251001_공시,교원1인당학생수_20251001_공시,부산교육청_기준학생수_정책2026,학생수기준_충족_정책2026,정책적용대상_공립_정책2026,주분석대상_소규모공립_정책2026,학생수_20250401_1학년,학급수_20250401_1학년,일반학생수_20250401_1학년,일반학급수_20250401_1학년,특수학생수_20250401_1학년,특수학급수_20250401_1학년,학생수_20250401_2학년,학급수_20250401_2학년,일반학생수_20250401_2학년,일반학급수_20250401_2학년,특수학생수_20250401_2학년,특수학급수_20250401_2학년,학생수_20250401_3학년,학급수_20250401_3학년,일반학생수_20250401_3학년,일반학급수_20250401_3학년,특수학생수_20250401_3학년,특수학급수_20250401_3학년,학생수_20250401_4학년,학급수_20250401_4학년,일반학생수_20250401_4학년,일반학급수_20250401_4학년,특수학생수_20250401_4학년,특수학급수_20250401_4학년,학생수_20250401_5학년,학급수_20250401_5학년,일반학생수_20250401_5학년,일반학급수_20250401_5학년,특수학생수_20250401_5학년,특수학급수_20250401_5학년,학생수_20250401_6학년,학급수_20250401_6학년,일반학생수_20250401_6학년,일반학급수_20250401_6학년,특수학생수_20250401_6학년,특수학급수_20250401_6학년,학생수_20250401_반합계,학급수_20250401_반합계,일반학생수_20250401_반합계,일반학급수_20250401_반합계,특수학생수_20250401_반합계,특수학급수_20250401_반합계,조사기준일_데이터3,학생수_20250401_학교총계,학급수_20250401_학교총계,교지면적_20250401,학생1인당교지면적_20250401_공시,일반교실수_20250401,교과교실수_20250401,특별교실수_20250401,수준별교실수_20250401,기타교실수_20250401,전체교실수_20250401,학생수_일반교실_20250401,학생수_전체교실_20250401,학급당학생수_20251001_계산,교원1인당학생수_20251001_계산
213021154,개화초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 개금본동로66번길 12-12(개금동. 개화초등학교),165,10,16,16.5,10.3,240,True,True,True,11.0,1.0,11.0,1.0,0.0,0.0,23.0,1.0,23.0,1.0,0.0,0.0,23.0,2.0,21.0,1.0,2.0,1.0,32.0,2.0,32.0,2.0,0.0,0.0,31.0,2.0,31.0,2.0,0.0,0.0,44.0,2.0,44.0,2.0,0.0,0.0,164.0,10.0,162.0,9.0,2.0,1.0,20250401,164,10,13850,84.5,16,0,8,0,9,33,10.25,4.96969696969697,16.5,10.3125
213021196,당감초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 당감로 22-5(당감동.당감초등학교),172,10,18,17.2,9.6,240,True,True,True,16.0,1.0,16.0,1.0,0.0,0.0,22.0,1.0,22.0,1.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,32.0,2.0,32.0,2.0,0.0,0.0,42.0,3.0,39.0,2.0,3.0,1.0,46.0,2.0,46.0,2.0,0.0,0.0,174.0,10.0,171.0,9.0,3.0,1.0,20250401,174,10,13777,79.2,19,4,18,0,6,47,9.157894736842104,3.702127659574468,17.2,9.555555555555555
213021202,당평초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양대로136번길 26(당감동.당평초등학교),223,13,24,17.2,9.3,240,True,True,True,26.0,2.0,22.0,1.0,4.0,1.0,37.0,2.0,37.0,2.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,47.0,2.0,47.0,2.0,0.0,0.0,50.0,3.0,45.0,2.0,5.0,1.0,38.0,2.0,38.0,2.0,0.0,0.0,226.0,13.0,217.0,11.0,9.0,2.0,20250401,226,13,11361,50.3,19,1,6,0,5,31,11.894736842105264,7.290322580645161,17.153846153846153,9.291666666666666
213021551,동양초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양산로 99(부암동. 동양초등학교),189,12,20,15.8,9.5,240,True,True,True,21.0,1.0,21.0,1.0,0.0,0.0,35.0,3.0,32.0,2.0,3.0,1.0,27.0,2.0,27.0,2.0,0.0,0.0,36.0,2.0,36.0,2.0,0.0,0.0,31.0,2.0,31.0,2.0,0.0,0.0,39.0,2.0,39.0,2.0,0.0,0.0,189.0,12.0,186.0,11.0,3.0,1.0,20250401,189,12,13041,69.0,15,0,21,0,4,40,12.6,4.725,15.75,9.45
213021394,선암초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 엄광로 412(범천동. 선암초등학교),121,10,17,12.1,7.1,240,True,True,True,26.0,3.0,20.0,2.0,6.0,1.0,27.0,2.0,27.0,2.0,0.0,0.0,24.0,2.0,24.0,2.0,0.0,0.0,18.0,1.0,18.0,1.0,0.0,0.0,12.0,1.0,12.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,116.0,10.0,110.0,9.0,6.0,1.0,20250401,116,10,6277,54.1,9,1,8,0,1,19,12.88888888888889,6.105263157894737,12.1,7.117647058823529
213021406,성서초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 중앙번영로 25(범천동),178,13,21,13.7,8.5,240,True,True,True,29.0,2.0,29.0,2.0,0.0,0.0,33.0,2.0,33.0,2.0,0.0,0.0,32.0,3.0,26.0,2.0,6.0,1.0,25.0,2.0,25.0,2.0,0.0,0.0,29.0,2.0,29.0,2.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,176.0,13.0,170.0,12.0,6.0,1.0,20250401,176,13,5384,30.6,13,2,3,7,2,27,13.538461538461538,6.518518518518518,13.692307692307692,8.476190476190476
215021172,금창초등학교,북구,공립,특별/광역시,부산광역시 북구 효열로235번길 14(금곡동. 금창초등학교),111,10,16,11.1,6.9,240,True,True,True,15.0,2.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,25.0,2.0,25.0,2.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,27.0,2.0,27.0,2.0,0.0,0.0,23.0,2.0,23.0,2.0,0.0,0.0,113.0,10.0,107.0,9.0,6.0,1.0,20250401,113,10,11222,99.3,12,2,5,0,7,26,9.416666666666666,4.346153846153846,11.1,6.9375
215021235,대천리초등학교,북구,공립,특별/광역시,부산광역시 북구 산성로 87-10. 대천리초등학교 (화명동),198,12,18,16.5,11.0,240,True,True,True,21.0,1.0,21.0,1.0,0.0,0.0,21.0,2.0,21.0,2.0,0.0,0.0,38.0,3.0,34.0,2.0,4.0,1.0,46.0,2.0,46.0,2.0,0.0,0.0,37.0,2.0,37.0,2.0,0.0,0.0,35.0,2.0,35.0,2.0,0.0,0.0,198.0,12.0,194.0,11.0,4.0,1.0,20250401,198,12,11657,58.9,13,2,4,0,0,19,15.23076923076923,10.421052631578947,16.5,11.0
215021280,덕천초등학교,북구,공립,특별/광역시,부산광역시 북구 덕천2길 10(구포동. 덕천초등학교),81,7,13,11.6,6.2,240,True,True,True,13.0,1.0,13.0,1.0,0.0,0.0,12.0,2.0,7.0,1.0,5.0,1.0,14.0,1.0,14.0,1.0,0.0,0.0,14.0,1.0,14.0,1.0,0.0,0.0,13.0,1.0,13.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,86.0,7.0,81.0,6.0,5.0,1.0,20250401,86,7,22117,257.2,20,0,10,0,5,35,4.3,2.4571428571428573,11.571428571428571,6.230769230769231
215021462,신덕초등학교,북구,공립,특별/광역시,부산광역시 북구 함박봉로140번가길 25(만덕동. 신덕초등학교),215,14,20,15.4,10.8,240,True,True,True,23.0,1.0,23.0,1.0,0.0,0.0,34.0,3.0,30.0,2.0,4.0,1.0,41.0,2.0,41.0,2.0,0.0,0.0,43.0,3.0,43.0,3.0,0.0,0.0,42.0,2.0,42.0,2.0,0.0,0.0,39.0,3.0,36.0,2.0,3.0,1.0,222.0,14.0,215.0,12.0,7.0,2.0,20250401,222,14,13222,59.6,24,12,8,0,5,49,9.25,4.530612244897959,15.357142857142858,10.75
215021465,신천초등학교,북구,공립,특별/광역시,부산광역시 북구 모분재로 83(구포동.신천초등학교),161,12,21,13.4,7.7,240,True,True,True,23.0,1.0,23.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,29.0,3.0,25.0,2.0,4.0,1.0,23.0,3.0,19.0,2.0,4.0,1.0,38.0,2.0,38.0,2.0,0.0,0.0,161.0,12.0,153.0,10.0,8.0,2.0,20250401,161,12,8294,51.5,13,2,4,0,2,21,12.384615384615385,7.666666666666667,13.416666666666666,7.666666666666667
215021478,양덕초등학교,북구,공립,특별/광역시,부산광역시 북구 팽나무로 58(덕천동. 양덕초등학교),140,10,19,14.0,7.4,240,True,True,True,12.0,1.0,12.0,1.0,0.0,0.0,30.0,3.0,27.0,2.0,3.0,1.0,20.0,1.0,20.0,1.0,0.0,0.0,18.0,1.0,18.0,1.0,0.0,0.0,31.0,2.0,31.0,2.0,0.0,0.0,30.0,2.0,30.0,2.0,0.0,0.0,141.0,10.0,138.0,9.0,3.0,1.0,20250401,141,10,13490,95.7,11,2,5,0,0,18,12.818181818181818,7.833333333333333,14.0,7.368421052631579
215021487,양천초등학교,북구,공립,특별/광역시,부산광역시 북구 덕천로 132(덕천동. 양천초등학교),100,9,15,11.1,6.7,240,True,True,True,14.0,2.0,10.0,1.0,4.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,13.0,1.0,13.0,1.0,0.0,0.0,24.0,2.0,20.0,1.0,4.0,1.0,22.0,2.0,22.0,2.0,0.0,0.0,18.0,1.0,18.0,1.0,0.0,0.0,103.0,9.0,95.0,7.0,8.0,2.0,20250401,103,9,20384,197.9,12,0,11,0,1,24,8.583333333333334,4.291666666666667,11.11111111111111,6.666666666666667
215021118,감전초등학교,사상구,공립,특별/광역시,부산광역시 사상구 괘감로 132(감전동.감전초등학교/북부교육청),116,8,14,14.5,8.3,240,True,True,True,16.0,1.0,16.0,1.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,22.0,1.0,22.0,1.0,0.0,0.0,20.0,2.0,18.0,1.0,2.0,1.0,25.0,2.0,25.0,2.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,119.0,8.0,117.0,7.0,2.0,1.0,20250401,119,8,9826,82.6,11,1,13,0,1,26,10.818181818181818,4.576923076923077,14.5,8.285714285714286
215021127,괘법초등학교,사상구,공립,특별/광역시,부산광역시 사상구 사상로161번길 8(괘법동. 괘법초등학교),52,7,13,7.4,4.0,240,True,True,True,9.0,1.0,9.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,12.0,2.0,9.0,1.0,3.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0,52.0,7.0,49.0,6.0,3.0,1.0,20250401,52,7,9441,181.6,7,4,1,0,5,17,7.428571428571429,3.0588235294117645,7.428571428571429,4.0
215021289,덕포초등학교,사상구,공립,특별/광역시,부산광역시 사상구 삼덕로 83(덕포동. 덕포초등학교),134,10,16,13.4,8.4,240,True,True,True,17.0,1.0,17.0,1.0,0.0,0.0,33.0,3.0,28.0,2.0,5.0,1.0,26.0,2.0,26.0,2.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,15.0,1.0,15.0,1.0,0.0,0.0,134.0,10.0,129.0,9.0,5.0,1.0,20250401,134,10,8341,62.2,9,0,8,0,0,17,14.88888888888889,7.882352941176471,13.4,8.375
215021343,모동초등학교,사상구,공립,특별/광역시,부산광역시 사상구 모라로192번길 37(모라동),46,7,14,6.6,3.3,240,True,True,True,6.0,1.0,6.0,1.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,8.0,1.0,8.0,1.0,0.0,0.0,12.0,2.0,8.0,1.0,4.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,48.0,7.0,44.0,6.0,4.0,1.0,20250401,48,7,10962,228.4,10,0,10,0,0,20,4.8,2.4,6.571428571428571,3.2857142857142856
215021352,모라초등학교,사상구,공립,특별/광역시,부산광역시 사상구 모라로64번길 46(모라동. 모라초등학교),121,10,17,12.1,7.1,240,True,True,True,17.0,1.0,17.0,1.0,0.0,0.0,20.0,2.0,15.0,1.0,5.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,28.0,3.0,22.0,2.0,6.0,1.0,29.0,2.0,29.0,2.0,0.0,0.0,18.0,1.0,18.0,1.0,0.0,0.0,123.0,10.0,112.0,8.0,11.0,2.0,20250401,123,10,15125,123.0,10,2,6,0,0,18,12.3,6.833333333333333,12.1,7.117647058823529
215021415,삼덕초등학교,사상구,공립,특별/광역시,부산광역시 사상구 삼덕로 24(삼락동. 삼덕초등학교),104,8,14,13.0,7.4,240,True,True,True,12.0,1.0,12.0,1.0,0.0,0.0,21.0,2.0,15.0,1.0,6.0,1.0,13.0,1.0,13.0,1.0,0.0,0.0,21.0,2.0,21.0,2.0,0.0,0.0,12.0,1.0,12.0,1.0,0.0,0.0,25.0,1.0,25.0,1.0,0.0,0.0,104.0,8.0,98.0,7.0,6.0,1.0,20250401,104,8,8480,81.5,11,1,10,0,0,22,9.454545454545455,4.7272727272727275,13.0,7.428571428571429
215021433,서감초등학교,사상구,공립,특별/광역시,부산광역시 사상구 괘감로 64. 서감초등학교 (감전동),114,9,16,12.7,7.1,240,True,True,True,13.0,1.0,13.0,1.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,22.0,2.0,17.0,1.0,5.0,1.0,20.0,2.0,20.0,2.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,114.0,9.0,109.0,8.0,5.0,1.0,20250401,114,9,10961,96.1,11,1,16,0,4,32,10.363636363636363,3.5625,12.666666666666666,7.125
215021514,주학초등학교,사상구,공립,특별/광역시,부산광역시 사상구 가야대로366번길 120(주례동. 주학초등학교),42,7,15,6.0,2.8,240,True,True,True,4.0,1.0,4.0,1.0,0.0,0.0,11.0,2.0,8.0,1.0,3.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,11.0,1.0,11.0,1.0,0.0,0.0,43.0,7.0,40.0,6.0,3.0,1.0,20250401,43,7,14762,343.3,7,2,6,0,0,15,6.142857142857143,2.8666666666666667,6.0,2.8
215021541,학장초등학교,사상구,공립,특별/광역시,부산광역시 사상구 대동로 205(학장동),194,13,19,14.9,10.2,240,True,True,True,35.0,2.0,35.0,2.0,0.0,0.0,30.0,3.0,27.0,2.0,3.0,1.0,37.0,2.0,37.0,2.0,0.0,0.0,30.0,2.0,30.0,2.0,0.0,0.0,34.0,2.0,34.0,2.0,0.0,0.0,34.0,2.0,34.0,2.0,0.0,0.0,200.0,13.0,197.0,12.0,3.0,1.0,20250401,200,13,13334,66.7,13,0,11,0,0,24,15.384615384615385,8.333333333333334,14.923076923076923,10.210526315789474
212021116,감천초등학교,사하구,공립,특별/광역시,부산광역시 사하구 원양로 368-2(감천동. 감천초등학교),99,8,15,12.4,6.6,240,True,True,True,21.0,2.0,17.0,1.0,4.0,1.0,9.0,1.0,9.0,1.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,100.0,8.0,96.0,7.0,4.0,1.0,20250401,100,8,11254,112.5,12,0,11,0,0,23,8.333333333333334,4.3478260869565215,12.375,6.6
212021192,다송초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대로381번길 17(다대동. 다송초등학교),121,10,18,12.1,6.7,240,True,True,True,12.0,1.0,12.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,23.0,2.0,17.0,1.0,6.0,1.0,21.0,2.0,21.0,2.0,0.0,0.0,27.0,2.0,27.0,2.0,0.0,0.0,29.0,2.0,29.0,2.0,0.0,0.0,121.0,10.0,115.0,9.0,6.0,1.0,20250401,121,10,20913,172.8,17,2,3,0,0,22,7.117647058823529,5.5,12.1,6.722222222222222
212021196,당리초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대로 22번길 12(당리동. 당리초등학교),132,9,16,14.7,8.3,240,True,True,True,24.0,2.0,21.0,1.0,3.0,1.0,23.0,1.0,23.0,1.0,0.0,0.0,11.0,1.0,11.0,1.0,0.0,0.0,35.0,3.0,32.0,2.0,3.0,1.0,22.0,1.0,22.0,1.0,0.0,0.0,20.0,1.0,20.0,1.0,0.0,0.0,135.0,9.0,129.0,7.0,6.0,2.0,20250401,135,9,16797,124.4,12,4,10,0,4,30,11.25,4.5,14.666666666666666,8.25
212021308,사동초등학교,사하구,공립,특별/광역시,부산광역시 사하구 승학로 129-2(당리동. 사동초등학교),178,11,18,16.2,9.9,240,True,True,True,16.0,2.0,10.0,1.0,6.0,1.0,22.0,1.0,22.0,1.0,0.0,0.0,24.0,2.0,24.0,2.0,0.0,0.0,47.0,2.0,47.0,2.0,0.0,0.0,35.0,2.0,35.0,2.0,0.0,0.0,43.0,2.0,43.0,2.0,0.0,0.0,187.0,11.0,181.0,10.0,6.0,1.0,20250401,187,11,16702,89.3,15,2,8,0,0,25,12.466666666666667,7.48,16.181818181818183,9.88888888888889
212021332,서천초등학교,사하구,공립,특별/광역시,부산광역시 사하구 감천로105번길 10(감천동.서천초등학교),129,9,18,14.3,7.2,240,True,True,True,13.0,1.0,13.0,1.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,14.0,1.0,14.0,1.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,31.0,2.0,31.0,2.0,0.0,0.0,34.0,3.0,29.0,2.0,5.0,1.0,126.0,9.0,121.0,8.0,5.0,1.0,20250401,126,9,4950,39.3,11,0,5,0,2,18,11.454545454545455,7.0,14.333333333333334,7.166666666666667
212021372,승학초등학교,사하구,공립,특별/광역시,부산광역시 사하구 낙동대로135번길 55(괴정동.승학초등학교),205,12,21,17.1,9.8,240,True,True,True,17.0,1.0,17.0,1.0,0.0,0.0,19.0,1.0,19.0,1.0,0.0,0.0,36.0,2.0,36.0,2.0,0.0,0.0,42.0,2.0,42.0,2.0,0.0,0.0,51.0,3.0,51.0,3.0,0.0,0.0,43.0,3.0,37.0,2.0,6.0,1.0,208.0,12.0,202.0,11.0,6.0,1.0,20250401,208,12,9712,46.7,12,6,4,0,6,28,17.333333333333332,7.428571428571429,17.083333333333332,9.761904761904763
212021388,신촌초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대로135번길 30-21(신평동. 신촌초등학교),71,8,14,8.9,5.1,240,True,True,True,3.0,1.0,3.0,1.0,0.0,0.0,12.0,2.0,9.0,1.0,3.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,15.0,2.0,11.0,1.0,4.0,1.0,14.0,1.0,14.0,1.0,0.0,0.0,15.0,1.0,15.0,1.0,0.0,0.0,71.0,8.0,64.0,6.0,7.0,2.0,20250401,71,8,14905,209.9,9,4,5,2,4,24,7.888888888888889,2.9583333333333335,8.875,5.071428571428571
212021432,응봉초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대낙조2길 26(다대동.응봉초등학교),120,9,15,13.3,8.0,240,True,True,True,9.0,1.0,9.0,1.0,0.0,0.0,24.0,2.0,18.0,1.0,6.0,1.0,16.0,1.0,16.0,1.0,0.0,0.0,19.0,1.0,19.0,1.0,0.0,0.0,24.0,2.0,24.0,2.0,0.0,0.0,28.0,2.0,28.0,2.0,0.0,0.0,120.0,9.0,114.0,8.0,6.0,1.0,20250401,120,9,14680,122.3,9,1,3,0,0,13,13.333333333333334,9.23076923076923,13.333333333333334,8.0
212021156,남부민초등학교,서구,공립,특별/광역시,부산광역시 서구 천마로 153(남부민동.남부민초등학교),90,7,15,12.9,6.0,240,True,True,True,12.0,1.0,12.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,16.0,2.0,13.0,1.0,3.0,1.0,15.0,1.0,15.0,1.0,0.0,0.0,17.0,1.0,17.0,1.0,0.0,0.0,22.0,1.0,22.0,1.0,0.0,0.0,91.0,7.0,88.0,6.0,3.0,1.0,20250401,91,7,14974,164.5,7,0,15,0,2,24,13.0,3.7916666666666665,12.857142857142858,6.0
212021404,아미초등학교,서구,공립,특별/광역시,부산광역시 서구 해돋이로 241(아미동2가. 아미초등학교),31,7,15,4.4,2.1,240,True,True,True,6.0,1.0,6.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,8.0,2.0,6.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,32.0,7.0,30.0,6.0,2.0,1.0,20250401,32,7,10989,343.4,7,1,3,0,0,11,4.571428571428571,2.909090909090909,4.428571428571429,2.066666666666667
212021484,천마초등학교,서구,공립,특별/광역시,부산광역시 서구 천해로7번길 38(암남동. 천마초등학교),84,8,14,10.5,6.0,240,True,True,True,12.0,2.0,7.0,1.0,5.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,22.0,2.0,22.0,2.0,0.0,0.0,14.0,1.0,14.0,1.0,0.0,0.0,15.0,1.0,15.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,84.0,8.0,79.0,7.0,5.0,1.0,20250401,84,8,10548,125.6,12,0,3,0,2,17,7.0,4.9411764705882355,10.5,6.0
212021556,화랑초등학교,서구,공립,특별/광역시,부산광역시 서구 대영로86번길 56. 화랑초등학교 (동대신동1가),171,12,21,14.3,8.1,240,True,True,True,19.0,2.0,19.0,2.0,0.0,0.0,26.0,2.0,26.0,2.0,0.0,0.0,35.0,2.0,35.0,2.0,0.0,0.0,42.0,3.0,36.0,2.0,6.0,1.0,26.0,1.0,26.0,1.0,0.0,0.0,25.0,2.0,25.0,2.0,0.0,0.0,173.0,12.0,167.0,11.0,6.0,1.0,20250401,173,12,12441,71.9,12,1,5,0,0,18,14.416666666666666,9.61111111111111,14.25,8.142857142857142
214021264,동명초등학교,연제구,공립,특별/광역시,부산광역시 연제구 쌍미천로44번길 17(연산동. 동명초등학교),155,13,21,11.9,7.4,240,True,True,True,17.0,2.0,13.0,1.0,4.0,1.0,23.0,3.0,19.0,2.0,4.0,1.0,27.0,2.0,27.0,2.0,0.0,0.0,25.0,2.0,25.0,2.0,0.0,0.0,36.0,2.0,36.0,2.0,0.0,0.0,29.0,2.0,29.0,2.0,0.0,0.0,157.0,13.0,149.0,11.0,8.0,2.0,20250401,157,13,13532,86.2,17,2,3,0,4,26,9.235294117647058,6.038461538461538,11.923076923076923,7.380952380952381
214021474,연일초등학교,연제구,공립,특별/광역시,부산광역시 연제구 고분로 126-4(연산동.연일초등학교),94,7,12,13.4,7.8,240,True,True,True,9.0,1.0,9.0,1.0,0.0,0.0,16.0,2.0,11.0,1.0,5.0,1.0,16.0,1.0,16.0,1.0,0.0,0.0,19.0,1.0,19.0,1.0,0.0,0.0,18.0,1.0,18.0,1.0,0.0,0.0,16.0,1.0,16.0,1.0,0.0,0.0,94.0,7.0,89.0,6.0,5.0,1.0,20250401,94,7,12705,135.2,8,1,5,0,0,14,11.75,6.714285714285714,13.428571428571429,7.833333333333333
212021111,남항초등학교,영도구,공립,특별/광역시,부산광역시 영도구 남항새싹길 55(영선동4가. 남항초등학교),158,11,22,14.4,7.2,240,True,True,True,29.0,3.0,25.0,2.0,4.0,1.0,23.0,2.0,23.0,2.0,0.0,0.0,18.0,1.0,18.0,1.0,0.0,0.0,32.0,2.0,32.0,2.0,0.0,0.0,37.0,2.0,37.0,2.0,0.0,0.0,21.0,1.0,21.0,1.0,0.0,0.0,160.0,11.0,156.0,10.0,4.0,1.0,20250401,160,11,17663,110.4,16,1,4,8,7,36,10.0,4.444444444444445,14.363636363636363,7.181818181818182
212021220,대평초등학교,영도구,공립,특별/광역시,부산광역시 영도구 절영로 82. 대평초등학교 (남항동2가. 대평초등학교),209,11,19,19.0,11.0,240,True,True,True,22.0,1.0,22.0,1.0,0.0,0.0,25.0,2.0,19.0,1.0,6.0,1.0,42.0,2.0,42.0,2.0,0.0,0.0,40.0,2.0,40.0,2.0,0.0,0.0,37.0,2.0,37.0,2.0,0.0,0.0,41.0,2.0,41.0,2.0,0.0,0.0,207.0,11.0,201.0,10.0,6.0,1.0,20250401,207,11,13546,65.4,17,0,4,0,1,22,12.176470588235293,9.409090909090908,19.0,11.0
212021280,봉삼초등학교,영도구,공립,특별/광역시,부산광역시 영도구 함지로79번길 39(동삼동. 봉삼초등학교),30,7,15,4.3,2.0,240,True,True,True,5.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,2.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,8.0,1.0,8.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,32.0,7.0,27.0,6.0,5.0,1.0,20250401,32,7,14902,465.7,7,0,5,0,0,12,4.571428571428571,2.6666666666666665,4.285714285714286,2.0
212021284,봉학초등학교,영도구,공립,특별/광역시,부산광역시 영도구 태종로 242(청학동.봉학초등학교),143,10,19,14.3,7.5,240,True,True,True,13.0,1.0,13.0,1.0,0.0,0.0,32.0,2.0,32.0,2.0,0.0,0.0,29.0,2.0,29.0,2.0,0.0,0.0,23.0,2.0,21.0,1.0,2.0,1.0,19.0,1.0,19.0,1.0,0.0,0.0,30.0,2.0,30.0,2.0,0.0,0.0,146.0,10.0,144.0,9.0,2.0,1.0,20250401,146,10,9996,68.5,17,2,4,0,0,23,8.588235294117647,6.3478260869565215,14.3,7.526315789473684
212021324,상리초등학교,영도구,공립,특별/광역시,부산광역시 영도구 상리로 38(동삼동.상리초등학교),106,7,13,15.1,8.2,240,True,True,True,15.0,1.0,15.0,1.0,0.0,0.0,12.0,2.0,9.0,1.0,3.0,1.0,12.0,1.0,12.0,1.0,0.0,0.0,23.0,1.0,23.0,1.0,0.0,0.0,25.0,1.0,25.0,1.0,0.0,0.0,21.0,1.0,21.0,1.0,0.0,0.0,108.0,7.0,105.0,6.0,3.0,1.0,20250401,108,7,12799,118.5,7,2,9,0,0,18,15.428571428571429,6.0,15.142857142857142,8.153846153846153
212021380,신선초등학교,영도구,공립,특별/광역시,부산광역시 영도구 산정길 17(신선동3가),21,4,11,5.3,1.9,240,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,1.0,0.0,0.0,21.0,4.0,21.0,4.0,0.0,0.0,20250401,21,4,13730,653.8,7,0,1,0,6,14,3.0,1.5,5.25,1.9090909090909092
212021412,영도초등학교,영도구,공립,특별/광역시,부산광역시 영도구 꿈나무길 41(신선동1가.영도초등학교),224,14,25,16.0,9.0,240,True,True,True,24.0,2.0,22.0,1.0,2.0,1.0,41.0,2.0,41.0,2.0,0.0,0.0,34.0,2.0,34.0,2.0,0.0,0.0,38.0,3.0,33.0,2.0,5.0,1.0,39.0,2.0,39.0,2.0,0.0,0.0,50.0,3.0,50.0,3.0,0.0,0.0,226.0,14.0,219.0,12.0,7.0,2.0,20250401,226,14,22927,101.4,14,2,14,0,2,32,16.142857142857142,7.0625,16.0,8.96
