학교코드(KEDI),학교명_20251001,행정구_20251001,설립_20251001,지역규모_20251001,주소_20251001,학생수_20251001,학급수_20251001,교원수_20251001,학급당학생수_20251001_공시,교원1인당학생수_20251001_공시,부산교육청_기준학생수_정책2026,학생수기준_충족_정책2026,정책적용대상_공립_정책2026,주분석대상_소규모공립_정책2026,학생수_20250401_1학년,학급수_20250401_1학년,학생수_20250401_2학년,학급수_20250401_2학년,학생수_20250401_3학년,학급수_20250401_3학년,학생수_20250401_4학년,학급수_20250401_4학년,학생수_20250401_5학년,학급수_20250401_5학년,학생수_20250401_6학년,학급수_20250401_6학년,학생수_20250401_반합계,학급수_20250401_반합계,조사기준일_데이터3,학생수_20250401_학교총계,학급수_20250401_학교총계,교지면적_20250401,학생1인당교지면적_20250401_공시,일반교실수_20250401,교과교실수_20250401,특별교실수_20250401,수준별교실수_20250401,기타교실수_20250401,전체교실수_20250401,학생수_일반교실_20250401,학생수_전체교실_20250401,학급당학생수_20251001_계산,교원1인당학생수_20251001_계산
216021496,죽성초등학교,기장군,공립,읍지역,부산광역시 기장군 기장읍 죽성로 270(기장읍. 죽성초등학교),71,7,12,10.1,5.9,120,True,True,True,10.0,1.0,11.0,1.0,14.0,1.0,12.0,1.0,22.0,2.0,4.0,1.0,73.0,7.0,20250401,73,7,8033,110.0,6,0,2,1,2,11,12.166666666666666,6.636363636363637,10.142857142857142,5.916666666666667
216021508,철마초등학교,기장군,공립,면지역,부산광역시 기장군 철마면 철마로 493(철마면. 철마초등학교),83,6,13,13.8,6.4,120,True,True,True,12.0,1.0,15.0,1.0,15.0,1.0,14.0,1.0,15.0,1.0,13.0,1.0,84.0,6.0,20250401,84,6,6963,82.9,6,0,2,0,4,12,14.0,7.0,13.833333333333334,6.384615384615385
216021520,칠암초등학교,기장군,공립,읍지역,부산광역시 기장군 일광읍 박영준길 19(일광읍. 칠암초등학교),55,7,13,7.9,4.2,120,True,True,True,12.0,2.0,10.0,1.0,11.0,1.0,9.0,1.0,10.0,1.0,7.0,1.0,59.0,7.0,20250401,59,7,11329,192.0,8,0,4,0,0,12,7.375,4.916666666666667,7.857142857142857,4.230769230769231
216021310,해빛초등학교,기장군,공립,읍지역,부산광역시 기장군 일광면 해빛6로 9. 해빛초등학교 (일광면),1062,43,62,24.7,17.1,120,False,True,False,194.0,9.0,159.0,6.0,202.0,8.0,190.0,7.0,181.0,7.0,142.0,6.0,1068.0,43.0,20250401,1068,43,11719,11.0,44,0,4,0,0,48,24.272727272727273,22.25,24.697674418604652,17.129032258064516
213021238,대남초등학교,남구,공립,특별/광역시,부산광역시 남구 황령대로 343번길 9-55(대연동. 대남초등학교),295,16,22,18.4,13.4,240,False,True,False,48.0,3.0,68.0,4.0,39.0,2.0,64.0,3.0,41.0,2.0,41.0,2.0,301.0,16.0,20250401,301,16,10863,36.1,17,0,5,0,0,22,17.705882352941178,13.681818181818182,18.4375,13.409090909090908
213021150,대연초등학교,남구,공립,특별/광역시,부산광역시 남구 진남로18번길 11(대연동. 대연초등학교),784,36,53,21.8,14.8,240,False,True,False,86.0,4.0,110.0,6.0,126.0,5.0,131.0,6.0,160.0,8.0,157.0,7.0,770.0,36.0,20250401,770,36,9709,12.6,36,2,6,0,6,50,21.38888888888889,15.4,21.77777777777778,14.79245283018868
213021160,대천초등학교,남구,공립,특별/광역시,부산광역시 남구 조각공원로 19(대연동. 대천초등학교),516,26,43,19.8,12.0,240,False,True,False,49.0,3.0,74.0,3.0,85.0,4.0,106.0,6.0,86.0,4.0,110.0,6.0,510.0,26.0,20250401,510,26,10608,20.8,27,3,3,0,0,33,18.88888888888889,15.454545454545455,19.846153846153847,12.0
213021180,동천초등학교,남구,공립,특별/광역시,부산광역시 남구 석포로26번길 22. 동천초등학교 (감만동. 동천초등학교),260,13,22,20.0,11.8,240,False,True,False,24.0,1.0,39.0,3.0,47.0,2.0,52.0,2.0,44.0,2.0,59.0,3.0,265.0,13.0,20250401,265,13,8457,31.9,16,0,9,0,3,28,16.5625,9.464285714285714,20.0,11.818181818181818
213021190,동항초등학교,남구,공립,특별/광역시,부산광역시 남구 우암로 42(감만동) 동항초등학교,127,9,16,14.1,7.9,240,True,True,True,14.0,1.0,24.0,2.0,9.0,1.0,32.0,2.0,17.0,1.0,32.0,2.0,128.0,9.0,20250401,128,9,11951,93.4,23,3,12,0,1,39,5.565217391304348,3.282051282051282,14.11111111111111,7.9375
213021210,문현초등학교,남구,공립,특별/광역시,부산광역시 남구 고동골로 86-13(문현동. 문현초등학교),485,27,39,18.0,12.4,240,False,True,False,63.0,3.0,81.0,5.0,73.0,4.0,101.0,6.0,95.0,5.0,79.0,4.0,492.0,27.0,20250401,492,27,14133,28.7,31,3,8,0,0,42,15.870967741935484,11.714285714285714,17.962962962962962,12.435897435897436
213021089,백운초등학교,남구,공립,특별/광역시,부산광역시 남구 동명로 76(용호동. 백운초등학교),152,11,19,13.8,8.0,240,True,True,True,16.0,1.0,21.0,2.0,26.0,2.0,18.0,1.0,36.0,3.0,40.0,2.0,157.0,11.0,20250401,157,11,19794,126.1,21,0,8,0,0,29,7.476190476190476,5.413793103448276,13.818181818181818,8.0
213021289,분포초등학교,남구,공립,특별/광역시,부산광역시 남구 분포로 41(용호동. 분포초등학교),965,41,61,23.5,15.8,240,False,True,False,105.0,5.0,138.0,6.0,157.0,7.0,178.0,8.0,194.0,8.0,186.0,7.0,958.0,41.0,20250401,958,41,6354,6.6,43,0,15,0,3,61,22.27906976744186,15.704918032786885,23.536585365853657,15.819672131147541
213021290,석포초등학교,남구,공립,특별/광역시,부산광역시 남구 석포로86번길 76(대연동. 석포초등학교),651,32,45,20.3,14.5,240,False,True,False,112.0,5.0,111.0,5.0,94.0,5.0,124.0,5.0,130.0,6.0,95.0,6.0,666.0,32.0,20250401,666,32,10985,16.5,18,0,4,0,8,30,37.0,22.2,20.34375,14.466666666666667
213021300,성동초등학교,남구,공립,특별/광역시,부산광역시 남구 전포대로68번길 27. 성동초등학교 (문현동),753,35,51,21.5,14.8,240,False,True,False,84.0,4.0,115.0,6.0,140.0,6.0,131.0,6.0,137.0,6.0,155.0,7.0,762.0,35.0,20250401,762,35,16243,21.3,41,0,8,0,17,66,18.585365853658537,11.545454545454545,21.514285714285716,14.764705882352942
213021213,성천초등학교,남구,공립,특별/광역시,부산광역시 남구 장고개로 64-41(우암동),122,10,19,12.2,6.4,240,True,True,True,19.0,1.0,25.0,2.0,27.0,2.0,22.0,2.0,14.0,2.0,17.0,1.0,124.0,10.0,20250401,124,10,14820,119.5,8,1,4,0,0,13,15.5,9.538461538461538,12.2,6.421052631578948
213021370,연포초등학교,남구,공립,특별/광역시,부산광역시 남구 못골로 17. 연포초등학교 (대연동),1226,52,72,23.6,17.0,240,False,True,False,166.0,7.0,190.0,8.0,220.0,9.0,223.0,10.0,219.0,9.0,209.0,9.0,1227.0,52.0,20250401,1227,52,12229,10.0,57,3,4,0,0,64,21.526315789473685,19.171875,23.576923076923077,17.02777777777778
213021360,오륙도초등학교,남구,공립,특별/광역시,부산광역시 남구 오륙도로 57(용호동. 오륙도초등학교),467,22,32,21.2,14.6,240,False,True,False,60.0,3.0,67.0,3.0,88.0,4.0,88.0,4.0,81.0,4.0,84.0,4.0,468.0,22.0,20250401,468,22,13439,28.7,22,1,5,0,0,28,21.272727272727273,16.714285714285715,21.227272727272727,14.59375
213021380,용당초등학교,남구,공립,특별/광역시,부산광역시 남구 신선로 341(용당동),86,9,16,9.6,5.4,240,True,True,True,4.0,1.0,10.0,1.0,12.0,1.0,19.0,1.0,10.0,1.0,34.0,4.0,89.0,9.0,20250401,89,9,6420,72.1,9,3,2,0,0,14,9.88888888888889,6.357142857142857,9.555555555555555,5.375
213021385,용문초등학교,남구,공립,특별/광역시,부산광역시 남구 신선로 542(용호동. 용문초등학교),843,36,57,23.4,14.8,240,False,True,False,108.0,5.0,118.0,5.0,136.0,6.0,173.0,7.0,149.0,6.0,157.0,7.0,841.0,36.0,20250401,841,36,6062,7.2,36,0,11,0,14,61,23.36111111111111,13.78688524590164,23.416666666666668,14.789473684210526
213021390,용산초등학교,남구,공립,특별/광역시,부산광역시 남구 동명로 176번길 55(용호동),276,16,30,17.3,9.2,240,False,True,False,25.0,2.0,45.0,3.0,40.0,2.0,57.0,3.0,51.0,3.0,55.0,3.0,273.0,16.0,20250401,273,16,12506,45.8,25,0,13,0,15,53,10.92,5.150943396226415,17.25,9.2
213021711,용소초등학교,남구,공립,특별/광역시,부산광역시 남구 수영로325번길 114(대연동),1103,43,64,25.7,17.2,240,False,True,False,144.0,7.0,151.0,6.0,197.0,7.0,191.0,7.0,212.0,8.0,207.0,8.0,1102.0,43.0,20250401,1102,43,8546,7.8,42,0,1,0,16,59,26.238095238095237,18.677966101694917,25.651162790697676,17.234375
213021400,용호초등학교,남구,공립,특별/광역시,부산광역시 남구 용호로42번길 94(용호동),395,20,31,19.8,12.7,240,False,True,False,46.0,3.0,61.0,4.0,65.0,3.0,76.0,3.0,81.0,4.0,65.0,3.0,394.0,20.0,20250401,394,20,18369,46.6,31,3,10,0,4,48,12.709677419354838,8.208333333333334,19.75,12.741935483870968
213021410,우암초등학교,남구,공립,특별/광역시,부산광역시 남구 우암로 190-19(우암동. 우암초등학교),267,15,24,17.8,11.1,240,False,True,False,35.0,2.0,45.0,3.0,38.0,2.0,49.0,2.0,52.0,3.0,52.0,3.0,271.0,15.0,20250401,271,15,6122,22.6,17,4,8,0,4,33,15.941176470588236,8.212121212121213,17.8,11.125
213021430,운산초등학교,남구,공립,특별/광역시,부산광역시 남구 용호로269번길 89(용호동. 운산초등학교),454,23,33,19.7,13.8,240,False,True,False,65.0,3.0,90.0,5.0,74.0,4.0,76.0,3.0,76.0,4.0,73.0,4.0,454.0,23.0,20250401,454,23,11378,25.1,23,2,5,0,0,30,19.73913043478261,15.133333333333333,19.73913043478261,13.757575757575758
213021175,동일중앙초등학교,동구,공립,특별/광역시,부산광역시 동구 구봉로 46(수정동.동일중앙초등학교),898,40,54,22.5,16.6,240,False,True,False,110.0,5.0,144.0,6.0,155.0,8.0,167.0,7.0,144.0,7.0,177.0,7.0,897.0,40.0,20250401,897,40,13559,15.1,35,4,5,0,6,50,25.62857142857143,17.94,22.45,16.62962962962963
213021283,범일초등학교,동구,공립,특별/광역시,부산광역시 동구 증산서로 55(범일동. 범일초등학교),181,13,19,13.9,9.5,240,True,True,True,19.0,1.0,32.0,3.0,29.0,2.0,32.0,2.0,37.0,3.0,36.0,2.0,185.0,13.0,20250401,185,13,5134,27.8,17,3,6,0,6,32,10.882352941176471,5.78125,13.923076923076923,9.526315789473685
213021295,성남초등학교,동구,공립,특별/광역시,부산광역시 동구 범일로53번길 14(범일동.성남초등학교),567,28,44,20.3,12.9,240,False,True,False,99.0,5.0,103.0,5.0,103.0,6.0,89.0,4.0,100.0,4.0,75.0,4.0,569.0,28.0,20250401,569,28,8815,15.5,42,0,6,0,0,48,13.547619047619047,11.854166666666666,20.25,12.886363636363637
213021335,수성초등학교,동구,공립,특별/광역시,부산광역시 동구 망양로 807. 수성초등학교 (수정동. 수성초등학교),124,9,15,13.8,8.3,240,True,True,True,14.0,1.0,15.0,1.0,23.0,1.0,17.0,1.0,27.0,2.0,29.0,3.0,125.0,9.0,20250401,125,9,8271,66.2,17,2,24,0,0,43,7.352941176470588,2.9069767441860463,13.777777777777779,8.266666666666667
213021345,수정초등학교,동구,공립,특별/광역시,부산광역시 동구 진성로 29(수정동.수정초등학교),335,18,24,18.6,14.0,240,False,True,False,29.0,2.0,65.0,4.0,58.0,3.0,65.0,3.0,49.0,3.0,71.0,3.0,337.0,18.0,20250401,337,18,10707,31.8,18,0,7,0,2,27,18.72222222222222,12.481481481481481,18.61111111111111,13.958333333333334
213021058,초량초등학교,동구,공립,특별/광역시,부산광역시 동구 초량상로 49(초량동. 초량초등학교),185,13,21,14.2,8.8,240,True,True,True,13.0,1.0,25.0,2.0,33.0,2.0,30.0,3.0,57.0,3.0,31.0,2.0,189.0,13.0,20250401,189,13,12511,66.2,16,0,3,0,11,30,11.8125,6.3,14.23076923076923,8.80952380952381
214021145,교동초등학교,동래구,공립,특별/광역시,부산광역시 동래구 시실로 73-13(명륜동),862,37,54,23.3,16.0,240,False,True,False,122.0,5.0,130.0,6.0,133.0,7.0,164.0,7.0,147.0,6.0,162.0,6.0,858.0,37.0,20250401,858,37,22621,26.4,38,2,11,10,28,89,22.57894736842105,9.640449438202246,23.2972972972973,15.962962962962964
214021163,금강초등학교,동래구,공립,특별/광역시,부산광역시 동래구 사직북로28번길 125(온천동.금강초등학교),757,35,49,21.6,15.4,240,False,True,False,122.0,6.0,128.0,6.0,125.0,5.0,133.0,7.0,129.0,6.0,118.0,5.0,755.0,35.0,20250401,755,35,16200,21.5,42,2,5,0,0,49,17.976190476190474,15.408163265306122,21.62857142857143,15.448979591836734
214021199,낙민초등학교,동래구,공립,특별/광역시,부산광역시 동래구 충렬대로272번길 34(낙민동.낙민초등학교),589,28,39,21.0,15.1,240,False,True,False,83.0,5.0,80.0,4.0,105.0,5.0,144.0,6.0,85.0,4.0,100.0,4.0,597.0,28.0,20250401,597,28,14522,24.3,31,0,5,0,0,36,19.258064516129032,16.583333333333332,21.035714285714285,15.102564102564102
214021217,내산초등학교,동래구,공립,특별/광역시,부산광역시 동래구 중앙대로1335번길 38(온천동. 내산초등학교),215,13,22,16.5,9.8,240,True,True,True,16.0,1.0,27.0,2.0,38.0,2.0,40.0,2.0,42.0,2.0,52.0,4.0,215.0,13.0,20250401,215,13,8133,37.8,15,2,4,0,0,21,14.333333333333334,10.238095238095237,16.53846153846154,9.772727272727273
214021226,내성초등학교,동래구,공립,특별/광역시,부산광역시 동래구 동래로 173(복천동) 내성초등학교,107,9,17,11.9,6.3,240,True,True,True,10.0,1.0,11.0,1.0,14.0,1.0,25.0,2.0,19.0,1.0,31.0,3.0,110.0,9.0,20250401,110,9,15273,138.8,25,4,20,0,4,53,4.4,2.0754716981132075,11.88888888888889,6.294117647058823
214021235,달북초등학교,동래구,공립,특별/광역시,부산광역시 동래구 쇠미로 131(온천동.달북초등학교),513,25,38,20.5,13.5,240,False,True,False,61.0,3.0,88.0,5.0,95.0,4.0,101.0,5.0,82.0,4.0,94.0,4.0,521.0,25.0,20250401,521,25,10583,20.3,25,2,2,0,2,31,20.84,16.806451612903224,20.52,13.5
214021271,명동초등학교,동래구,공립,특별/광역시,부산광역시 동래구 명장로63번길 60-5(명장동. 명동초등학교),454,23,34,19.7,13.4,240,False,True,False,49.0,2.0,78.0,4.0,83.0,4.0,97.0,5.0,81.0,4.0,81.0,4.0,469.0,23.0,20250401,469,23,12080,25.8,31,0,2,1,0,34,15.129032258064516,13.794117647058824,19.73913043478261,13.352941176470589
214021280,명륜초등학교,동래구,공립,특별/광역시,부산광역시 동래구 동래로 91(명륜동.명륜초등학교),1110,44,59,25.2,18.8,240,False,True,False,127.0,5.0,161.0,7.0,187.0,7.0,218.0,9.0,203.0,8.0,197.0,8.0,1093.0,44.0,20250401,1093,44,12883,11.8,44,2,3,0,4,53,24.84090909090909,20.62264150943396,25.227272727272727,18.8135593220339
214021289,명서초등학교,동래구,공립,특별/광역시,부산광역시 동래구 명서로 121. 명서초등학교(명장동),94,7,13,13.4,7.2,240,True,True,True,11.0,1.0,17.0,2.0,12.0,1.0,13.0,1.0,25.0,1.0,17.0,1.0,95.0,7.0,20250401,95,7,7423,78.1,7,3,6,0,0,16,13.571428571428571,5.9375,13.428571428571429,7.230769230769231
214021298,명장초등학교,동래구,공립,특별/광역시,부산광역시 동래구 복천로 121(명장동. 명장초등학교),339,18,29,18.8,11.7,240,False,True,False,44.0,2.0,57.0,3.0,72.0,3.0,61.0,4.0,59.0,3.0,56.0,3.0,349.0,18.0,20250401,349,18,15113,43.3,18,3,5,0,1,27,19.38888888888889,12.925925925925926,18.833333333333332,11.689655172413794
214021214,미남초등학교,동래구,공립,특별/광역시,부산광역시 동래구 충렬대로100번길 83(온천동. 미남초등학교),266,15,24,17.7,11.1,240,False,True,False,39.0,3.0,33.0,2.0,46.0,2.0,49.0,3.0,47.0,2.0,53.0,3.0,267.0,15.0,20250401,267,15,6255,23.4,17,5,4,0,0,26,15.705882352941176,10.26923076923077,17.733333333333334,11.083333333333334
214021325,사직초등학교,동래구,공립,특별/광역시,부산광역시 동래구 쇠미로81번길 7(사직동. 사직초등학교),951,40,61,23.8,15.6,240,False,True,False,114.0,5.0,118.0,5.0,146.0,7.0,181.0,7.0,190.0,8.0,185.0,8.0,934.0,40.0,20250401,934,40,17204,18.4,43,0,9,1,0,53,21.72093023255814,17.62264150943396,23.775,15.59016393442623
214021361,수안초등학교,동래구,공립,특별/광역시,부산광역시 동래구 온천천로 215(수안동. 수안초등학교),166,12,16,13.8,10.4,240,True,True,True,10.0,1.0,26.0,2.0,32.0,3.0,33.0,2.0,36.0,2.0,30.0,2.0,167.0,12.0,20250401,167,12,4451,26.7,12,2,2,0,1,17,13.916666666666666,9.823529411764707,13.833333333333334,10.375
214021370,안남초등학교,동래구,공립,특별/광역시,부산광역시 동래구 연안로 46(안락동. 안남초등학교),732,32,44,22.9,16.6,240,False,True,False,86.0,4.0,109.0,5.0,119.0,5.0,135.0,6.0,135.0,6.0,148.0,6.0,732.0,32.0,20250401,732,32,9199,12.6,32,3,4,0,0,39,22.875,18.76923076923077,22.875,16.636363636363637
214021379,안락초등학교,동래구,공립,특별/광역시,부산광역시 동래구 명안로53번길 22(명장동. 안락초등학교),187,12,21,15.6,8.9,240,True,True,True,24.0,2.0,21.0,1.0,34.0,2.0,34.0,2.0,31.0,2.0,41.0,3.0,185.0,12.0,20250401,185,12,9896,53.5,17,3,3,0,1,24,10.882352941176471,7.708333333333333,15.583333333333334,8.904761904761905
214021384,안민초등학교,동래구,공립,특별/광역시,부산광역시 동래구 온천천로381번길 19(낙민동.안민초등학교),615,28,38,22.0,16.2,240,False,True,False,84.0,4.0,91.0,5.0,98.0,4.0,120.0,5.0,126.0,6.0,98.0,4.0,617.0,28.0,20250401,617,28,12889,20.9,28,7,8,1,3,47,22.035714285714285,13.127659574468085,21.964285714285715,16.18421052631579
214021542,안진초등학교,동래구,공립,특별/광역시,부산광역시 동래구 안남로 63(안락동. 안진초등학교),394,18,26,21.9,15.2,240,False,True,False,66.0,4.0,46.0,2.0,64.0,3.0,78.0,3.0,81.0,3.0,62.0,3.0,397.0,18.0,20250401,397,18,11229,28.3,21,2,7,0,0,30,18.904761904761905,13.233333333333333,21.88888888888889,15.153846153846153
214021388,여고초등학교,동래구,공립,특별/광역시,부산광역시 동래구 여고로63번가길 12(사직동. 여고초등학교),1038,37,53,28.1,19.6,240,False,True,False,105.0,4.0,146.0,6.0,147.0,5.0,193.0,7.0,209.0,8.0,204.0,7.0,1004.0,37.0,20250401,1004,37,5549,5.5,37,0,4,0,0,41,27.135135135135137,24.48780487804878,28.054054054054053,19.58490566037736
214021249,예원초등학교,동래구,공립,특별/광역시,부산광역시 동래구 사직로 78(사직동. 예원초등학교),878,35,49,25.1,17.9,240,False,True,False,115.0,5.0,115.0,6.0,154.0,6.0,164.0,6.0,162.0,6.0,165.0,6.0,875.0,35.0,20250401,875,35,7483,8.6,35,2,6,0,0,43,25.0,20.348837209302324,25.085714285714285,17.918367346938776
214021619,온샘초등학교,동래구,공립,특별/광역시,부산광역시 동래구 충렬대로75번길 25(온천동),1380,57,80,24.2,17.3,240,False,True,False,238.0,10.0,251.0,11.0,259.0,10.0,242.0,10.0,203.0,9.0,182.0,7.0,1375.0,57.0,20250401,1375,57,10228,7.4,57,0,5,0,0,62,24.12280701754386,22.177419354838708,24.210526315789473,17.25
214021469,온천초등학교,동래구,공립,특별/광역시,부산광역시 동래구 충렬대로107번길 124(온천동. 온천초등학교),1064,46,66,23.1,16.1,240,False,True,False,160.0,8.0,164.0,7.0,203.0,9.0,155.0,7.0,199.0,8.0,170.0,7.0,1051.0,46.0,20250401,1051,46,12699,12.1,43,2,3,0,0,48,24.441860465116278,21.895833333333332,23.130434782608695,16.12121212121212
214021514,충렬초등학교,동래구,공립,특별/광역시,부산광역시 동래구 안락로125번길 22(안락동. 충렬초등학교),94,7,13,13.4,7.2,240,True,True,True,8.0,1.0,16.0,2.0,16.0,1.0,19.0,1.0,24.0,1.0,18.0,1.0,101.0,7.0,20250401,101,7,10168,100.7,7,2,4,0,4,17,14.428571428571429,5.9411764705882355,13.428571428571429,7.230769230769231
213021106,가남초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 엄광로 325(가야동),53,7,13,7.6,4.1,240,True,True,True,5.0,1.0,7.0,1.0,15.0,2.0,13.0,1.0,8.0,1.0,6.0,1.0,54.0,7.0,20250401,54,7,2747,50.9,7,0,5,0,4,16,7.714285714285714,3.375,7.571428571428571,4.076923076923077
213021124,가야초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 대학로 22(가야동. 가야초등학교),961,44,65,21.8,14.8,240,False,True,False,141.0,7.0,141.0,7.0,185.0,8.0,159.0,7.0,182.0,8.0,156.0,7.0,964.0,44.0,20250401,964,44,16785,17.4,44,4,4,1,1,54,21.90909090909091,17.85185185185185,21.84090909090909,14.784615384615385
213021130,가평초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 가야대로482번길 87(가야동. 가평초등학교),623,30,43,20.8,14.5,240,False,True,False,71.0,4.0,78.0,5.0,105.0,5.0,128.0,6.0,118.0,5.0,124.0,5.0,624.0,30.0,20250401,624,30,14118,22.6,30,3,5,0,0,38,20.8,16.42105263157895,20.766666666666666,14.488372093023257
213021142,개금초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 가야대로443번길 25-10(개금동),554,26,37,21.3,15.0,240,False,True,False,59.0,3.0,79.0,4.0,83.0,4.0,110.0,5.0,129.0,6.0,89.0,4.0,549.0,26.0,20250401,549,26,11251,20.5,27,1,3,0,0,31,20.333333333333332,17.70967741935484,21.307692307692307,14.972972972972974
213021257,개림초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양대로320번길 40(개금동. 개림초등학교),671,32,45,21.0,14.9,240,False,True,False,79.0,4.0,101.0,5.0,115.0,5.0,129.0,6.0,114.0,5.0,147.0,7.0,685.0,32.0,20250401,685,32,19169,28.0,39,11,4,0,3,57,17.564102564102566,12.017543859649123,20.96875,14.911111111111111
213021623,개원초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양관문로77번길 17. 개원초등학교 (개금동),457,24,38,19.0,12.0,240,False,True,False,56.0,3.0,62.0,3.0,80.0,5.0,79.0,4.0,89.0,4.0,95.0,5.0,461.0,24.0,20250401,461,24,13102,28.4,26,0,6,0,1,33,17.73076923076923,13.969696969696969,19.041666666666668,12.026315789473685
213021148,개포초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양대로208번길 9(개금동.개포초등학교),222,14,23,15.9,9.7,240,True,True,True,27.0,2.0,30.0,2.0,40.0,2.0,52.0,3.0,49.0,3.0,32.0,2.0,230.0,14.0,20250401,230,14,10556,45.9,17,3,9,0,9,38,13.529411764705882,6.052631578947368,15.857142857142858,9.652173913043478
213021154,개화초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 개금본동로66번길 12-12(개금동. 개화초등학교),165,10,16,16.5,10.3,240,True,True,True,11.0,1.0,23.0,1.0,23.0,2.0,32.0,2.0,31.0,2.0,44.0,2.0,164.0,10.0,20250401,164,10,13850,84.5,16,0,8,0,9,33,10.25,4.96969696969697,16.5,10.3125
213021196,당감초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 당감로 22-5(당감동.당감초등학교),172,10,18,17.2,9.6,240,True,True,True,16.0,1.0,22.0,1.0,16.0,1.0,32.0,2.0,42.0,3.0,46.0,2.0,174.0,10.0,20250401,174,10,13777,79.2,19,4,18,0,6,47,9.157894736842104,3.702127659574468,17.2,9.555555555555555
213021202,당평초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양대로136번길 26(당감동.당평초등학교),223,13,24,17.2,9.3,240,True,True,True,26.0,2.0,37.0,2.0,28.0,2.0,47.0,2.0,50.0,3.0,38.0,2.0,226.0,13.0,20250401,226,13,11361,50.3,19,1,6,0,5,31,11.894736842105264,7.290322580645161,17.153846153846153,9.291666666666666
213021551,동양초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양산로 99(부암동. 동양초등학교),189,12,20,15.8,9.5,240,True,True,True,21.0,1.0,35.0,3.0,27.0,2.0,36.0,2.0,31.0,2.0,39.0,2.0,189.0,12.0,20250401,189,12,13041,69.0,15,0,21,0,4,40,12.6,4.725,15.75,9.45
213021268,동원초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 백양산로 43(당감동. 동원초등학교),626,28,38,22.4,16.5,240,False,True,False,71.0,4.0,78.0,5.0,80.0,4.0,102.0,5.0,94.0,5.0,102.0,5.0,527.0,28.0,20250401,527,28,6916,13.1,28,0,7,0,0,35,18.821428571428573,15.057142857142857,22.357142857142858,16.473684210526315
213021264,동평초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 당감서로65번길 31. (당감동.동평초등학교) (당감동),513,24,33,21.4,15.5,240,False,True,False,95.0,4.0,75.0,3.0,88.0,4.0,83.0,4.0,89.0,5.0,71.0,4.0,501.0,24.0,20250401,501,24,18668,37.3,21,3,4,0,11,39,23.857142857142858,12.846153846153847,21.375,15.545454545454545
213021352,부산진초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 범천로 30(범천동. 부산진초등학교),437,24,34,18.2,12.9,240,False,True,False,58.0,3.0,76.0,4.0,85.0,4.0,78.0,5.0,62.0,3.0,83.0,5.0,442.0,24.0,20250401,442,24,14338,32.4,24,2,8,0,0,34,18.416666666666668,13.0,18.208333333333332,12.852941176470589
213021346,부암초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 신천대로263번길 26(부암동.부암초등학교),697,35,50,19.9,13.9,240,False,True,False,99.0,5.0,116.0,7.0,120.0,6.0,119.0,6.0,129.0,6.0,111.0,5.0,694.0,35.0,20250401,694,35,16562,23.9,35,1,4,0,6,46,19.82857142857143,15.08695652173913,19.914285714285715,13.94
213021358,부전초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 부전로65번길 25. 부전초등학교 (부전동),352,19,28,18.5,12.6,240,False,True,False,63.0,3.0,55.0,3.0,60.0,3.0,63.0,4.0,63.0,3.0,49.0,3.0,353.0,19.0,20250401,353,19,12120,34.3,22,0,4,0,0,26,16.045454545454547,13.576923076923077,18.526315789473685,12.571428571428571
213021394,선암초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 엄광로 412(범천동. 선암초등학교),121,10,17,12.1,7.1,240,True,True,True,26.0,3.0,27.0,2.0,24.0,2.0,18.0,1.0,12.0,1.0,9.0,1.0,116.0,10.0,20250401,116,10,6277,54.1,9,1,8,0,1,19,12.88888888888889,6.105263157894737,12.1,7.117647058823529
213021269,성북초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 황령대로 79(전포동. 성북초등학교),616,30,46,20.5,13.4,240,False,True,False,77.0,3.0,105.0,5.0,105.0,5.0,116.0,5.0,100.0,5.0,116.0,7.0,619.0,30.0,20250401,619,30,16429,26.5,29,3,2,1,3,38,21.344827586206897,16.289473684210527,20.533333333333335,13.391304347826088
213021406,성서초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 중앙번영로 25(범천동),178,13,21,13.7,8.5,240,True,True,True,29.0,2.0,33.0,2.0,32.0,3.0,25.0,2.0,29.0,2.0,28.0,2.0,176.0,13.0,20250401,176,13,5384,30.6,13,2,3,7,2,27,13.538461538461538,6.518518518518518,13.692307692307692,8.476190476190476
