학교코드(KEDI),학교명_20251001,행정구_20251001,설립_20251001,지역규모_20251001,주소_20251001,학생수_20251001,학급수_20251001,교원수_20251001,학급당학생수_20251001_공시,교원1인당학생수_20251001_공시,부산교육청_기준학생수_정책2026,학생수기준_충족_정책2026,정책적용대상_공립_정책2026,주분석대상_소규모공립_정책2026,학생수_20250401_1학년,학급수_20250401_1학년,학생수_20250401_2학년,학급수_20250401_2학년,학생수_20250401_3학년,학급수_20250401_3학년,학생수_20250401_4학년,학급수_20250401_4학년,학생수_20250401_5학년,학급수_20250401_5학년,학생수_20250401_6학년,학급수_20250401_6학년,학생수_20250401_반합계,학급수_20250401_반합계,조사기준일_데이터3,학생수_20250401_학교총계,학급수_20250401_학교총계,교지면적_20250401,학생1인당교지면적_20250401_공시,일반교실수_20250401,교과교실수_20250401,특별교실수_20250401,수준별교실수_20250401,기타교실수_20250401,전체교실수_20250401,학생수_일반교실_20250401,학생수_전체교실_20250401,학급당학생수_20251001_계산,교원1인당학생수_20251001_계산
213021412,성전초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 전포대로298번길 15(전포동. 성전초등학교),442,21,29,21.0,15.2,240,False,True,False,79.0,4.0,66.0,3.0,79.0,5.0,72.0,3.0,73.0,3.0,69.0,3.0,438.0,21.0,20250401,438,21,7292,16.6,21,0,4,0,1,26,20.857142857142858,16.846153846153847,21.047619047619047,15.241379310344827
213021418,성지초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 시민공원로 62(범전동. 성지초등학교),458,25,41,18.3,11.2,240,False,True,False,72.0,4.0,51.0,3.0,87.0,4.0,80.0,5.0,101.0,5.0,75.0,4.0,466.0,25.0,20250401,466,25,13430,28.8,28,0,4,2,0,34,16.642857142857142,13.705882352941176,18.32,11.170731707317072
213021448,양동초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 황령산로605번길 35-10(양정동. 양동초등학교),974,41,60,23.8,16.2,240,False,True,False,161.0,7.0,185.0,8.0,202.0,8.0,175.0,7.0,162.0,7.0,97.0,4.0,982.0,41.0,20250401,982,41,15417,15.7,25,2,3,0,2,32,39.28,30.6875,23.75609756097561,16.233333333333334
213021454,양성초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 양성로 34(양정동.양성초등학교),299,18,31,16.6,9.6,240,False,True,False,43.0,2.0,48.0,3.0,42.0,3.0,53.0,4.0,62.0,3.0,64.0,3.0,312.0,18.0,20250401,312,18,12066,38.7,18,1,8,0,0,27,17.333333333333332,11.555555555555555,16.61111111111111,9.64516129032258
213021460,양정초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 중앙대로941번길 24(양정동. 양정초등학교),776,41,58,18.9,13.4,240,False,True,False,115.0,6.0,110.0,6.0,130.0,7.0,151.0,8.0,140.0,8.0,101.0,6.0,747.0,41.0,20250401,747,41,15003,20.1,42,0,16,0,0,58,17.785714285714285,12.879310344827585,18.926829268292682,13.379310344827585
213021478,연지초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 연지로 29. 연지초등학교 (연지동),1286,56,84,23.0,15.3,240,False,True,False,191.0,9.0,208.0,9.0,230.0,11.0,244.0,10.0,212.0,9.0,202.0,8.0,1287.0,56.0,20250401,1287,56,12690,9.9,56,3,6,0,4,69,22.982142857142858,18.652173913043477,22.964285714285715,15.30952380952381
213021484,연학초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 초읍천로 43번길. 10 (초읍동) 연학초등학교,355,18,26,19.7,13.7,240,False,True,False,52.0,3.0,64.0,4.0,78.0,3.0,61.0,3.0,69.0,3.0,39.0,2.0,363.0,18.0,20250401,363,18,6045,16.7,17,0,7,0,3,27,21.352941176470587,13.444444444444445,19.72222222222222,13.653846153846153
213021490,전포초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 전포대로255번길 38(전포동. 전포초등학교),348,21,30,16.6,11.6,240,False,True,False,44.0,3.0,67.0,4.0,65.0,3.0,57.0,4.0,60.0,3.0,59.0,4.0,352.0,21.0,20250401,352,21,10167,28.9,21,0,14,0,13,48,16.761904761904763,7.333333333333333,16.571428571428573,11.6
213021502,주례초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 진사로61번길 28-7(개금동. 주례초등학교),299,17,29,17.6,10.3,240,False,True,False,39.0,2.0,48.0,4.0,46.0,2.0,71.0,4.0,49.0,3.0,49.0,2.0,302.0,17.0,20250401,302,17,13482,44.6,27,0,10,0,1,38,11.185185185185185,7.947368421052632,17.58823529411765,10.310344827586206
213021526,초읍초등학교,부산진구,공립,특별/광역시,부산광역시 부산진구 성지로104번길 26(초읍동. 초읍초등학교),425,22,32,19.3,13.3,240,False,True,False,53.0,3.0,65.0,3.0,73.0,4.0,76.0,4.0,70.0,4.0,86.0,4.0,423.0,22.0,20250401,423,22,16374,38.7,22,0,6,0,1,29,19.227272727272727,14.586206896551724,19.318181818181817,13.28125
215021136,구남초등학교,북구,공립,특별/광역시,부산광역시 북구 구남로14번가길 23(구포동.구남초등학교),410,22,32,18.6,12.8,240,False,True,False,70.0,4.0,41.0,2.0,65.0,4.0,80.0,5.0,70.0,3.0,76.0,4.0,402.0,22.0,20250401,402,22,13293,33.1,28,3,20,0,0,51,14.357142857142858,7.882352941176471,18.636363636363637,12.8125
215021145,구포초등학교,북구,공립,특별/광역시,부산광역시 북구 백양대로1124번길 20(구포동. 구포초등학교),545,31,43,17.6,12.7,240,False,True,False,102.0,6.0,85.0,5.0,120.0,7.0,96.0,5.0,85.0,4.0,68.0,4.0,556.0,31.0,20250401,556,31,14977,26.9,31,2,4,0,0,37,17.93548387096774,15.027027027027026,17.580645161290324,12.674418604651162
215021163,금곡초등학교,북구,공립,특별/광역시,부산광역시 북구 효열로 174. 금곡초등학교 (금곡동),271,14,23,19.4,11.8,240,False,True,False,35.0,3.0,50.0,3.0,42.0,2.0,54.0,2.0,47.0,2.0,50.0,2.0,278.0,14.0,20250401,278,14,11201,40.3,18,2,7,4,3,34,15.444444444444445,8.176470588235293,19.357142857142858,11.782608695652174
215021165,금명초등학교,북구,공립,특별/광역시,부산광역시 북구 화명신도시로 197(금곡동. 금명초등학교),471,22,36,21.4,13.1,240,False,True,False,70.0,4.0,59.0,3.0,71.0,3.0,89.0,4.0,91.0,4.0,95.0,4.0,475.0,22.0,20250401,475,22,11005,23.2,25,4,10,0,0,39,19.0,12.179487179487179,21.40909090909091,13.083333333333334
215021172,금창초등학교,북구,공립,특별/광역시,부산광역시 북구 효열로235번길 14(금곡동. 금창초등학교),111,10,16,11.1,6.9,240,True,True,True,15.0,2.0,6.0,1.0,25.0,2.0,17.0,1.0,27.0,2.0,23.0,2.0,113.0,10.0,20250401,113,10,11222,99.3,12,2,5,0,7,26,9.416666666666666,4.346153846153846,11.1,6.9375
215021235,대천리초등학교,북구,공립,특별/광역시,부산광역시 북구 산성로 87-10. 대천리초등학교 (화명동),198,12,18,16.5,11.0,240,True,True,True,21.0,1.0,21.0,2.0,38.0,3.0,46.0,2.0,37.0,2.0,35.0,2.0,198.0,12.0,20250401,198,12,11657,58.9,13,2,4,0,0,19,15.23076923076923,10.421052631578947,16.5,11.0
215021271,덕성초등학교,북구,공립,특별/광역시,부산광역시 북구 만덕대로39번길 45. 덕성초등학교 (덕천동),327,19,30,17.2,10.9,240,False,True,False,65.0,3.0,54.0,3.0,56.0,3.0,58.0,4.0,55.0,3.0,41.0,3.0,329.0,19.0,20250401,329,19,9914,30.1,22,2,10,0,7,41,14.954545454545455,8.024390243902438,17.210526315789473,10.9
215021274,덕양초등학교,북구,공립,특별/광역시,부산광역시 북구 함박봉로 42(만덕동. 덕양초등학교),328,17,27,19.3,12.1,240,False,True,False,38.0,2.0,46.0,2.0,50.0,3.0,70.0,4.0,62.0,3.0,75.0,3.0,341.0,17.0,20250401,341,17,4782,14.0,20,2,7,0,17,46,17.05,7.413043478260869,19.294117647058822,12.148148148148149
215021280,덕천초등학교,북구,공립,특별/광역시,부산광역시 북구 덕천2길 10(구포동. 덕천초등학교),81,7,13,11.6,6.2,240,True,True,True,13.0,1.0,12.0,2.0,14.0,1.0,14.0,1.0,13.0,1.0,20.0,1.0,86.0,7.0,20250401,86,7,22117,257.2,20,0,10,0,5,35,4.3,2.4571428571428573,11.571428571428571,6.230769230769231
215021307,만덕초등학교,북구,공립,특별/광역시,부산광역시 북구 만덕1로 72(만덕동. 만덕초등학교),407,20,36,20.4,11.3,240,False,True,False,64.0,3.0,76.0,4.0,83.0,4.0,59.0,3.0,57.0,3.0,72.0,3.0,411.0,20.0,20250401,411,20,20459,49.8,20,1,4,0,1,26,20.55,15.807692307692308,20.35,11.305555555555555
215021316,명덕초등학교,북구,공립,특별/광역시,부산광역시 북구 금곡대로186번길 43(화명동. 명덕초등학교),642,30,49,21.4,13.1,240,False,True,False,84.0,5.0,106.0,5.0,110.0,5.0,125.0,5.0,109.0,5.0,110.0,5.0,644.0,30.0,20250401,644,30,13035,20.2,33,4,9,0,3,49,19.515151515151516,13.142857142857142,21.4,13.10204081632653
215021326,명진초등학교,북구,공립,특별/광역시,부산광역시 북구 화명신도시로 159(화명동. 명진초등학교),559,26,40,21.5,14.0,240,False,True,False,74.0,4.0,87.0,4.0,90.0,4.0,106.0,5.0,113.0,5.0,90.0,4.0,560.0,26.0,20250401,560,26,10038,17.9,30,2,3,1,0,36,18.666666666666668,15.555555555555555,21.5,13.975
215021379,백산초등학교,북구,공립,특별/광역시,부산광역시 북구 덕천로259번길 23(만덕동. 백산초등학교),544,25,40,21.8,13.6,240,False,True,False,58.0,3.0,91.0,4.0,95.0,5.0,100.0,4.0,94.0,4.0,108.0,5.0,546.0,25.0,20250401,546,25,15265,28.0,25,3,6,0,0,34,21.84,16.058823529411764,21.76,13.6
215021388,백양초등학교,북구,공립,특별/광역시,부산광역시 북구 상리로18번길 12(만덕동. 백양초등학교),906,42,55,21.6,16.5,240,False,True,False,149.0,7.0,156.0,7.0,155.0,7.0,173.0,8.0,141.0,6.0,144.0,7.0,918.0,42.0,20250401,918,42,26594,29.0,42,3,4,0,0,49,21.857142857142858,18.73469387755102,21.571428571428573,16.472727272727273
215021428,상학초등학교,북구,공립,특별/광역시,부산광역시 북구 상학산복길 191(만덕동. 상학초등학교),263,14,21,18.8,12.5,240,False,True,False,49.0,3.0,44.0,2.0,43.0,2.0,55.0,3.0,41.0,2.0,36.0,2.0,268.0,14.0,20250401,268,14,7606,28.4,13,0,24,0,0,37,20.615384615384617,7.243243243243243,18.785714285714285,12.523809523809524
215021460,신금초등학교,북구,공립,특별/광역시,부산광역시 북구 효열로 42(금곡동. 신금초등학교),244,15,26,16.3,9.4,240,False,True,False,32.0,2.0,36.0,3.0,42.0,2.0,47.0,3.0,35.0,2.0,52.0,3.0,244.0,15.0,20250401,244,15,15398,63.1,15,3,3,0,5,26,16.266666666666666,9.384615384615385,16.266666666666666,9.384615384615385
215021462,신덕초등학교,북구,공립,특별/광역시,부산광역시 북구 함박봉로140번가길 25(만덕동. 신덕초등학교),215,14,20,15.4,10.8,240,True,True,True,23.0,1.0,34.0,3.0,41.0,2.0,43.0,3.0,42.0,2.0,39.0,3.0,222.0,14.0,20250401,222,14,13222,59.6,24,12,8,0,5,49,9.25,4.530612244897959,15.357142857142858,10.75
215021465,신천초등학교,북구,공립,특별/광역시,부산광역시 북구 모분재로 83(구포동.신천초등학교),161,12,21,13.4,7.7,240,True,True,True,23.0,1.0,20.0,1.0,28.0,2.0,29.0,3.0,23.0,3.0,38.0,2.0,161.0,12.0,20250401,161,12,8294,51.5,13,2,4,0,2,21,12.384615384615385,7.666666666666667,13.416666666666666,7.666666666666667
215021478,양덕초등학교,북구,공립,특별/광역시,부산광역시 북구 팽나무로 58(덕천동. 양덕초등학교),140,10,19,14.0,7.4,240,True,True,True,12.0,1.0,30.0,3.0,20.0,1.0,18.0,1.0,31.0,2.0,30.0,2.0,141.0,10.0,20250401,141,10,13490,95.7,11,2,5,0,0,18,12.818181818181818,7.833333333333333,14.0,7.368421052631579
215021487,양천초등학교,북구,공립,특별/광역시,부산광역시 북구 덕천로 132(덕천동. 양천초등학교),100,9,15,11.1,6.7,240,True,True,True,14.0,2.0,12.0,1.0,13.0,1.0,24.0,2.0,22.0,2.0,18.0,1.0,103.0,9.0,20250401,103,9,20384,197.9,12,0,11,0,1,24,8.583333333333334,4.291666666666667,11.11111111111111,6.666666666666667
215021005,와석초등학교,북구,공립,특별/광역시,부산광역시 북구 화명대로94번길 83(화명동. 와석초등학교),479,25,36,19.2,13.3,240,False,True,False,54.0,3.0,77.0,5.0,93.0,5.0,85.0,4.0,83.0,4.0,96.0,4.0,488.0,25.0,20250401,488,25,13453,27.6,25,5,8,0,0,38,19.52,12.842105263157896,19.16,13.305555555555555
215021502,용수초등학교,북구,공립,특별/광역시,부산광역시 북구 화명신도시로 53(화명동. 용수초등학교),737,35,50,21.1,14.7,240,False,True,False,80.0,4.0,102.0,5.0,134.0,7.0,139.0,7.0,141.0,6.0,143.0,6.0,739.0,35.0,20250401,739,35,11014,14.9,38,3,5,0,0,46,19.44736842105263,16.065217391304348,21.057142857142857,14.74
215021532,포천초등학교,북구,공립,특별/광역시,부산광역시 북구 시랑로 115(구포동. 포천초등학교),399,21,29,19.0,13.8,240,False,True,False,49.0,3.0,44.0,2.0,58.0,4.0,80.0,4.0,65.0,3.0,105.0,5.0,401.0,21.0,20250401,401,21,16952,42.3,26,2,7,4,0,39,15.423076923076923,10.282051282051283,19.0,13.758620689655173
215021538,학사초등학교,북구,공립,특별/광역시,부산광역시 북구 용당로15번길 20. 20 (화명동. 학사초등학교),415,21,29,19.8,14.3,240,False,True,False,42.0,2.0,81.0,5.0,61.0,3.0,60.0,3.0,77.0,4.0,84.0,4.0,405.0,21.0,20250401,405,21,10573,26.1,21,2,4,0,1,28,19.285714285714285,14.464285714285714,19.761904761904763,14.310344827586206
215021559,화명초등학교,북구,공립,특별/광역시,부산광역시 북구 대천천길 65(화명동),511,27,41,18.9,12.5,240,False,True,False,93.0,6.0,95.0,5.0,83.0,4.0,108.0,5.0,71.0,4.0,58.0,3.0,508.0,27.0,20250401,508,27,10430,20.5,25,2,4,0,6,37,20.32,13.72972972972973,18.925925925925927,12.463414634146341
215021565,화잠초등학교,북구,공립,특별/광역시,부산광역시 북구 화명대로 97-25(화명동.화잠초등학교),399,19,30,21.0,13.3,240,False,True,False,39.0,2.0,70.0,3.0,69.0,3.0,80.0,4.0,71.0,3.0,73.0,4.0,402.0,19.0,20250401,402,19,6955,17.3,21,1,5,0,6,33,19.142857142857142,12.181818181818182,21.0,13.3
215021879,화정초등학교,북구,공립,특별/광역시,부산광역시 북구 의성로 23(화명동),699,32,44,21.8,15.9,240,False,True,False,107.0,5.0,96.0,5.0,133.0,5.0,128.0,6.0,130.0,6.0,109.0,5.0,703.0,32.0,20250401,703,32,10757,15.3,32,0,2,0,2,36,21.96875,19.52777777777778,21.84375,15.886363636363637
215021118,감전초등학교,사상구,공립,특별/광역시,부산광역시 사상구 괘감로 132(감전동.감전초등학교/북부교육청),116,8,14,14.5,8.3,240,True,True,True,16.0,1.0,16.0,1.0,22.0,1.0,20.0,2.0,25.0,2.0,20.0,1.0,119.0,8.0,20250401,119,8,9826,82.6,11,1,13,0,1,26,10.818181818181818,4.576923076923077,14.5,8.285714285714286
215021127,괘법초등학교,사상구,공립,특별/광역시,부산광역시 사상구 사상로161번길 8(괘법동. 괘법초등학교),52,7,13,7.4,4.0,240,True,True,True,9.0,1.0,9.0,1.0,10.0,1.0,5.0,1.0,12.0,2.0,7.0,1.0,52.0,7.0,20250401,52,7,9441,181.6,7,4,1,0,5,17,7.428571428571429,3.0588235294117645,7.428571428571429,4.0
215021154,구학초등학교,사상구,공립,특별/광역시,부산광역시 사상구 학감대로 49.(학장동. 구학초등학교),405,20,30,20.3,13.5,240,False,True,False,45.0,2.0,64.0,3.0,58.0,3.0,73.0,4.0,70.0,3.0,96.0,5.0,406.0,20.0,20250401,406,20,13147,32.4,20,2,6,0,0,28,20.3,14.5,20.25,13.5
215021262,덕상초등학교,사상구,공립,특별/광역시,부산광역시 사상구 덕상로 32(덕포동. 덕상초등학교),371,19,29,19.5,12.8,240,False,True,False,37.0,2.0,52.0,3.0,57.0,3.0,92.0,4.0,60.0,3.0,77.0,4.0,375.0,19.0,20250401,375,19,11264,30.0,21,0,3,0,5,29,17.857142857142858,12.931034482758621,19.526315789473685,12.793103448275861
215021289,덕포초등학교,사상구,공립,특별/광역시,부산광역시 사상구 삼덕로 83(덕포동. 덕포초등학교),134,10,16,13.4,8.4,240,True,True,True,17.0,1.0,33.0,3.0,26.0,2.0,26.0,2.0,17.0,1.0,15.0,1.0,134.0,10.0,20250401,134,10,8341,62.2,9,0,8,0,0,17,14.88888888888889,7.882352941176471,13.4,8.375
215021292,동궁초등학교,사상구,공립,특별/광역시,부산광역시 사상구 엄궁로 70-7(엄궁동. 동궁초등학교),474,25,42,19.0,11.3,240,False,True,False,55.0,3.0,80.0,5.0,67.0,4.0,108.0,5.0,86.0,4.0,80.0,4.0,476.0,25.0,20250401,476,25,10600,22.3,28,3,10,0,2,43,17.0,11.069767441860465,18.96,11.285714285714286
215021298,동주초등학교,사상구,공립,특별/광역시,부산광역시 사상구 가야대로306번길 72(주례동. 동주초등학교),421,22,34,19.1,12.4,240,False,True,False,62.0,3.0,55.0,3.0,62.0,3.0,84.0,4.0,79.0,4.0,87.0,5.0,429.0,22.0,20250401,429,22,14027,32.7,21,2,5,0,0,28,20.428571428571427,15.321428571428571,19.136363636363637,12.382352941176471
215021334,모덕초등학교,사상구,공립,특별/광역시,부산광역시 사상구 덕상로 120(모라동),557,28,41,19.9,13.6,240,False,True,False,64.0,3.0,78.0,5.0,82.0,4.0,101.0,5.0,110.0,5.0,125.0,6.0,560.0,28.0,20250401,560,28,17324,30.9,29,2,13,0,0,44,19.310344827586206,12.727272727272727,19.892857142857142,13.585365853658537
215021343,모동초등학교,사상구,공립,특별/광역시,부산광역시 사상구 모라로192번길 37(모라동),46,7,14,6.6,3.3,240,True,True,True,6.0,1.0,6.0,1.0,5.0,1.0,8.0,1.0,12.0,2.0,11.0,1.0,48.0,7.0,20250401,48,7,10962,228.4,10,0,10,0,0,20,4.8,2.4,6.571428571428571,3.2857142857142856
215021352,모라초등학교,사상구,공립,특별/광역시,부산광역시 사상구 모라로64번길 46(모라동. 모라초등학교),121,10,17,12.1,7.1,240,True,True,True,17.0,1.0,20.0,2.0,11.0,1.0,28.0,3.0,29.0,2.0,18.0,1.0,123.0,10.0,20250401,123,10,15125,123.0,10,2,6,0,0,18,12.3,6.833333333333333,12.1,7.117647058823529
215021361,모산초등학교,사상구,공립,특별/광역시,부산광역시 사상구 모라로110번길 93(모라동. 모산초등학교),282,14,24,20.1,11.8,240,False,True,False,44.0,2.0,52.0,3.0,45.0,2.0,53.0,2.0,44.0,2.0,48.0,3.0,286.0,14.0,20250401,286,14,9808,34.3,14,0,4,0,0,18,20.428571428571427,15.88888888888889,20.142857142857142,11.75
215021397,사상초등학교,사상구,공립,특별/광역시,부산광역시 사상구 운산로 65(덕포동.사상초등학교),333,19,33,17.5,10.1,240,False,True,False,56.0,3.0,65.0,3.0,50.0,3.0,64.0,4.0,63.0,4.0,49.0,2.0,347.0,19.0,20250401,347,19,13035,37.6,17,0,9,0,14,40,20.41176470588235,8.675,17.526315789473685,10.090909090909092
215021415,삼덕초등학교,사상구,공립,특별/광역시,부산광역시 사상구 삼덕로 24(삼락동. 삼덕초등학교),104,8,14,13.0,7.4,240,True,True,True,12.0,1.0,21.0,2.0,13.0,1.0,21.0,2.0,12.0,1.0,25.0,1.0,104.0,8.0,20250401,104,8,8480,81.5,11,1,10,0,0,22,9.454545454545455,4.7272727272727275,13.0,7.428571428571429
215021433,서감초등학교,사상구,공립,특별/광역시,부산광역시 사상구 괘감로 64. 서감초등학교 (감전동),114,9,16,12.7,7.1,240,True,True,True,13.0,1.0,26.0,2.0,16.0,1.0,22.0,2.0,20.0,2.0,17.0,1.0,114.0,9.0,20250401,114,9,10961,96.1,11,1,16,0,4,32,10.363636363636363,3.5625,12.666666666666666,7.125
215021496,엄궁초등학교,사상구,공립,특별/광역시,부산광역시 사상구 엄궁로191번길 23. 엄궁초등학교 (엄궁동),568,29,44,19.6,12.9,240,False,True,False,69.0,4.0,78.0,4.0,97.0,5.0,108.0,5.0,107.0,5.0,123.0,6.0,582.0,29.0,20250401,582,29,12501,21.5,34,3,12,0,8,57,17.11764705882353,10.210526315789474,19.586206896551722,12.909090909090908
215021505,주감초등학교,사상구,공립,특별/광역시,부산광역시 사상구 양지로 48. 주감초등학교 (주례동),611,29,41,21.1,14.9,240,False,True,False,110.0,5.0,87.0,4.0,112.0,6.0,105.0,5.0,104.0,4.0,97.0,5.0,615.0,29.0,20250401,615,29,14878,24.2,29,3,7,0,2,41,21.20689655172414,15.0,21.06896551724138,14.902439024390244
215021501,주양초등학교,사상구,공립,특별/광역시,부산광역시 사상구 백양대로 372-6(주례동. 주양초등학교),284,17,28,16.7,10.1,240,False,True,False,38.0,2.0,37.0,2.0,51.0,3.0,56.0,4.0,46.0,3.0,57.0,3.0,285.0,17.0,20250401,285,17,11109,39.0,17,2,2,0,0,21,16.764705882352942,13.571428571428571,16.705882352941178,10.142857142857142
215021514,주학초등학교,사상구,공립,특별/광역시,부산광역시 사상구 가야대로366번길 120(주례동. 주학초등학교),42,7,15,6.0,2.8,240,True,True,True,4.0,1.0,11.0,2.0,6.0,1.0,6.0,1.0,5.0,1.0,11.0,1.0,43.0,7.0,20250401,43,7,14762,343.3,7,2,6,0,0,15,6.142857142857143,2.8666666666666667,6.0,2.8
215021519,창진초등학교,사상구,공립,특별/광역시,부산광역시 사상구 사상로223번길 100(괘법동.창진초등학교),413,20,30,20.7,13.8,240,False,True,False,69.0,3.0,65.0,4.0,68.0,3.0,86.0,4.0,63.0,3.0,61.0,3.0,412.0,20.0,20250401,412,20,6650,16.1,20,1,2,0,8,31,20.6,13.290322580645162,20.65,13.766666666666667
215021541,학장초등학교,사상구,공립,특별/광역시,부산광역시 사상구 대동로 205(학장동),194,13,19,14.9,10.2,240,True,True,True,35.0,2.0,30.0,3.0,37.0,2.0,30.0,2.0,34.0,2.0,34.0,2.0,200.0,13.0,20250401,200,13,13334,66.7,13,0,11,0,0,24,15.384615384615385,8.333333333333334,14.923076923076923,10.210526315789474
215021550,학진초등학교,사상구,공립,특별/광역시,부산광역시 사상구 대동로 34-16(엄궁동. 학진초등학교),424,22,37,19.3,11.5,240,False,True,False,47.0,3.0,67.0,3.0,72.0,4.0,78.0,4.0,72.0,4.0,88.0,4.0,424.0,22.0,20250401,424,22,14371,33.9,22,2,4,0,0,28,19.272727272727273,15.142857142857142,19.272727272727273,11.45945945945946
212021116,감천초등학교,사하구,공립,특별/광역시,부산광역시 사하구 원양로 368-2(감천동. 감천초등학교),99,8,15,12.4,6.6,240,True,True,True,21.0,2.0,9.0,1.0,16.0,1.0,16.0,1.0,10.0,1.0,28.0,2.0,100.0,8.0,20250401,100,8,11254,112.5,12,0,11,0,0,23,8.333333333333334,4.3478260869565215,12.375,6.6
212021124,괴정초등학교,사하구,공립,특별/광역시,부산광역시 사하구 낙동대로 152(괴정동. 괴정초등학교),523,26,39,20.1,13.4,240,False,True,False,71.0,3.0,87.0,5.0,110.0,5.0,74.0,4.0,105.0,5.0,87.0,4.0,534.0,26.0,20250401,534,26,7072,13.2,25,2,3,0,3,33,21.36,16.181818181818183,20.115384615384617,13.41025641025641
212021140,구평초등학교,사하구,공립,특별/광역시,부산광역시 사하구 사하로 9(구평동.구평초등학교),652,30,40,21.7,16.3,240,False,True,False,104.0,5.0,130.0,6.0,137.0,6.0,109.0,5.0,101.0,4.0,93.0,4.0,674.0,30.0,20250401,674,30,14947,22.2,30,2,4,0,0,36,22.466666666666665,18.72222222222222,21.733333333333334,16.3
212021148,낙동초등학교,사하구,공립,특별/광역시,부산광역시 사하구 제석로 41(당리동.낙동초등학교),816,38,59,21.5,13.8,240,False,True,False,92.0,5.0,109.0,5.0,138.0,6.0,171.0,8.0,172.0,8.0,135.0,6.0,817.0,38.0,20250401,817,38,12078,14.8,37,0,4,0,1,42,22.08108108108108,19.452380952380953,21.473684210526315,13.830508474576272
212021180,다대초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대로 499(다대동.다대초등학교),635,31,44,20.5,14.4,240,False,True,False,92.0,4.0,112.0,6.0,110.0,5.0,95.0,5.0,118.0,6.0,123.0,5.0,650.0,31.0,20250401,650,31,21581,33.2,36,3,4,0,3,46,18.055555555555557,14.130434782608695,20.483870967741936,14.431818181818182
212021188,다선초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다송로 57(다대동.다선초등학교),505,25,35,20.2,14.4,240,False,True,False,61.0,3.0,78.0,4.0,86.0,5.0,100.0,4.0,82.0,5.0,98.0,4.0,505.0,25.0,20250401,505,25,15793,31.3,27,0,14,0,2,43,18.703703703703702,11.744186046511627,20.2,14.428571428571429
212021192,다송초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대로381번길 17(다대동. 다송초등학교),121,10,18,12.1,6.7,240,True,True,True,12.0,1.0,9.0,1.0,23.0,2.0,21.0,2.0,27.0,2.0,29.0,2.0,121.0,10.0,20250401,121,10,20913,172.8,17,2,3,0,0,22,7.117647058823529,5.5,12.1,6.722222222222222
212021196,당리초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대로 22번길 12(당리동. 당리초등학교),132,9,16,14.7,8.3,240,True,True,True,24.0,2.0,23.0,1.0,11.0,1.0,35.0,3.0,22.0,1.0,20.0,1.0,135.0,9.0,20250401,135,9,16797,124.4,12,4,10,0,4,30,11.25,4.5,14.666666666666666,8.25
212021303,몰운대초등학교,사하구,공립,특별/광역시,부산광역시 사하구 다대낙조2길 110(다대동.몰운대초등학교),755,35,50,21.6,15.1,240,False,True,False,101.0,4.0,119.0,6.0,113.0,5.0,159.0,7.0,145.0,6.0,138.0,7.0,775.0,35.0,20250401,775,35,10000,12.9,35,3,3,1,4,46,22.142857142857142,16.847826086956523,21.571428571428573,15.1
212021265,보림초등학교,사하구,공립,특별/광역시,부산광역시 사하구 장림로161번길 20(장림동. 보림초등학교),601,32,51,18.8,11.8,240,False,True,False,90.0,4.0,109.0,6.0,105.0,6.0,100.0,5.0,104.0,5.0,97.0,6.0,605.0,32.0,20250401,605,32,7856,13.0,32,4,5,0,2,43,18.90625,14.069767441860465,18.78125,11.784313725490197
212021300,사남초등학교,사하구,공립,특별/광역시,부산광역시 사하구 장평로 390(괴정동.사남초등학교),374,18,29,20.8,12.9,240,False,True,False,63.0,3.0,74.0,3.0,61.0,3.0,68.0,3.0,42.0,2.0,62.0,4.0,370.0,18.0,20250401,370,18,13323,36.0,18,1,4,0,0,23,20.555555555555557,16.08695652173913,20.77777777777778,12.89655172413793
212021308,사동초등학교,사하구,공립,특별/광역시,부산광역시 사하구 승학로 129-2(당리동. 사동초등학교),178,11,18,16.2,9.9,240,True,True,True,16.0,2.0,22.0,1.0,24.0,2.0,47.0,2.0,35.0,2.0,43.0,2.0,187.0,11.0,20250401,187,11,16702,89.3,15,2,8,0,0,25,12.466666666666667,7.48,16.181818181818183,9.88888888888889
212021316,사하초등학교,사하구,공립,특별/광역시,부산광역시 사하구 낙동대로 266(괴정동.사하초등학교),886,39,56,22.7,15.8,240,False,True,False,132.0,6.0,111.0,5.0,159.0,7.0,165.0,7.0,160.0,7.0,157.0,7.0,884.0,39.0,20250401,884,39,19608,22.2,42,4,4,0,2,52,21.047619047619047,17.0,22.71794871794872,15.821428571428571
