소규모학교_KEDI,소규모학교명,소규모학교_행정구,소규모학교_학생수_20251001,후보학교_KEDI,후보학교명,후보학교_행정구,후보학교_학생수_20251001,후보학교_학급당학생수_20251001,후보학교_소규모여부_정책2026,학교간직선거리_km,후보생성기준,거리순위_3km내
214021289,명서초등학교,동래구,94,214021172,금사초등학교,금정구,268,16.75,False,1.096285,학교점 간 직선거리 3km 이하,7
214021289,명서초등학교,동래구,94,214021379,안락초등학교,동래구,187,15.583333333333334,True,1.126815,학교점 간 직선거리 3km 이하,8
214021289,명서초등학교,동래구,94,214021226,내성초등학교,동래구,107,11.88888888888889,True,1.306037,학교점 간 직선거리 3km 이하,9
214021289,명서초등학교,동래구,94,214021262,동현초등학교,금정구,289,18.0625,False,1.32871,학교점 간 직선거리 3km 이하,10
214021289,명서초등학교,동래구,94,216021569,삼어초등학교,해운대구,272,17.0,False,1.415045,학교점 간 직선거리 3km 이하,11
214021289,명서초등학교,동래구,94,216021021,반안초등학교,해운대구,516,20.64,False,1.515309,학교점 간 직선거리 3km 이하,12
214021289,명서초등학교,동래구,94,214021514,충렬초등학교,동래구,94,13.428571428571429,True,1.626965,학교점 간 직선거리 3km 이하,13
214021289,명서초등학교,동래구,94,214021280,명륜초등학교,동래구,1110,25.227272727272727,False,1.665548,학교점 간 직선거리 3km 이하,14
214021289,명서초등학교,동래구,94,214021532,현곡초등학교,금정구,86,12.285714285714286,True,1.689559,학교점 간 직선거리 3km 이하,15
214021289,명서초등학교,동래구,94,214021199,낙민초등학교,동래구,589,21.035714285714285,False,1.809881,학교점 간 직선거리 3km 이하,16
214021289,명서초등학교,동래구,94,214021542,안진초등학교,동래구,394,21.88888888888889,False,1.929625,학교점 간 직선거리 3km 이하,17
214021289,명서초등학교,동래구,94,214021384,안민초등학교,동래구,615,21.964285714285715,False,2.104672,학교점 간 직선거리 3km 이하,18
214021289,명서초등학교,동래구,94,216021412,장산초등학교,해운대구,701,22.612903225806452,False,2.170314,학교점 간 직선거리 3km 이하,19
214021289,명서초등학교,동래구,94,216021238,반석초등학교,해운대구,62,8.857142857142858,True,2.197064,학교점 간 직선거리 3km 이하,20
214021289,명서초등학교,동래구,94,214021361,수안초등학교,동래구,166,13.833333333333334,True,2.264683,학교점 간 직선거리 3km 이하,21
214021289,명서초등학교,동래구,94,214021217,내산초등학교,동래구,215,16.53846153846154,True,2.269642,학교점 간 직선거리 3km 이하,22
214021289,명서초등학교,동래구,94,214021471,연신초등학교,연제구,578,20.642857142857142,False,2.285703,학교점 간 직선거리 3km 이하,23
214021289,명서초등학교,동래구,94,214021190,금정초등학교,금정구,1298,24.037037037037038,False,2.291961,학교점 간 직선거리 3km 이하,24
214021289,명서초등학교,동래구,94,214021370,안남초등학교,동래구,732,22.875,False,2.345983,학교점 간 직선거리 3km 이하,25
214021289,명서초등학교,동래구,94,216021396,인지초등학교,해운대구,502,20.916666666666668,False,2.432694,학교점 간 직선거리 3km 이하,26
214021289,명서초등학교,동래구,94,214021469,온천초등학교,동래구,1064,23.130434782608695,False,2.478323,학교점 간 직선거리 3km 이하,27
214021289,명서초등학교,동래구,94,214021316,부곡초등학교,금정구,445,21.19047619047619,False,2.54258,학교점 간 직선거리 3km 이하,28
214021289,명서초등학교,동래구,94,214021180,금빛초등학교,금정구,693,21.65625,False,2.570429,학교점 간 직선거리 3km 이하,29
214021289,명서초등학교,동래구,94,216021200,무정초등학교,해운대구,504,21.0,False,2.596148,학교점 간 직선거리 3km 이하,30
214021289,명서초등학교,동래구,94,214021470,연서초등학교,연제구,591,19.7,False,2.68114,학교점 간 직선거리 3km 이하,31
214021289,명서초등학교,동래구,94,214021214,미남초등학교,동래구,266,17.733333333333334,False,2.718647,학교점 간 직선거리 3km 이하,32
214021289,명서초등학교,동래구,94,214021158,거학초등학교,연제구,543,21.72,False,2.723635,학교점 간 직선거리 3km 이하,33
214021289,명서초등학교,동래구,94,216021256,반여초등학교,해운대구,161,12.384615384615385,True,2.803773,학교점 간 직선거리 3km 이하,34
214021289,명서초등학교,동래구,94,214021481,연천초등학교,연제구,583,21.59259259259259,False,2.870154,학교점 간 직선거리 3km 이하,35
214021289,명서초등학교,동래구,94,214021159,과정초등학교,연제구,425,20.238095238095237,False,2.94253,학교점 간 직선거리 3km 이하,36
214021289,명서초등학교,동래구,94,214021619,온샘초등학교,동래구,1380,24.210526315789473,False,2.948206,학교점 간 직선거리 3km 이하,37
214021289,명서초등학교,동래구,94,216021570,송수초등학교,해운대구,850,22.36842105263158,False,2.978613,학교점 간 직선거리 3km 이하,38
214021361,수안초등학교,동래구,166,214021158,거학초등학교,연제구,543,21.72,False,0.46603,학교점 간 직선거리 3km 이하,1
214021361,수안초등학교,동래구,166,214021199,낙민초등학교,동래구,589,21.035714285714285,False,0.730837,학교점 간 직선거리 3km 이하,2
214021361,수안초등학교,동래구,166,214021214,미남초등학교,동래구,266,17.733333333333334,False,0.777113,학교점 간 직선거리 3km 이하,3
214021361,수안초등학교,동래구,166,214021217,내산초등학교,동래구,215,16.53846153846154,True,0.837904,학교점 간 직선거리 3km 이하,4
214021361,수안초등학교,동래구,166,214021280,명륜초등학교,동래구,1110,25.227272727272727,False,0.877735,학교점 간 직선거리 3km 이하,5
214021361,수안초등학교,동래구,166,214021226,내성초등학교,동래구,107,11.88888888888889,True,0.969029,학교점 간 직선거리 3km 이하,6
214021361,수안초등학교,동래구,166,214021388,여고초등학교,동래구,1038,28.054054054054053,False,1.082845,학교점 간 직선거리 3km 이하,7
214021361,수안초등학교,동래구,166,214021470,연서초등학교,연제구,591,19.7,False,1.197818,학교점 간 직선거리 3km 이하,8
214021361,수안초등학교,동래구,166,214021183,남문초등학교,연제구,1061,25.261904761904763,False,1.210261,학교점 간 직선거리 3km 이하,9
214021361,수안초등학교,동래구,166,214021384,안민초등학교,동래구,615,21.964285714285715,False,1.412572,학교점 간 직선거리 3km 이하,10
214021361,수안초등학교,동래구,166,214021471,연신초등학교,연제구,578,20.642857142857142,False,1.46086,학교점 간 직선거리 3km 이하,11
214021361,수안초등학교,동래구,166,214021619,온샘초등학교,동래구,1380,24.210526315789473,False,1.466171,학교점 간 직선거리 3km 이하,12
214021361,수안초등학교,동래구,166,214021469,온천초등학교,동래구,1064,23.130434782608695,False,1.474521,학교점 간 직선거리 3km 이하,13
214021361,수안초등학교,동래구,166,214021163,금강초등학교,동래구,757,21.62857142857143,False,1.515141,학교점 간 직선거리 3km 이하,14
214021361,수안초등학교,동래구,166,214021517,창신초등학교,연제구,1621,26.14516129032258,False,1.576969,학교점 간 직선거리 3km 이하,15
214021361,수안초등학교,동래구,166,214021298,명장초등학교,동래구,339,18.833333333333332,False,1.700927,학교점 간 직선거리 3km 이하,16
214021361,수안초등학교,동래구,166,214021542,안진초등학교,동래구,394,21.88888888888889,False,1.824469,학교점 간 직선거리 3km 이하,17
214021361,수안초등학교,동래구,166,214021476,연제초등학교,연제구,435,19.772727272727273,False,1.837838,학교점 간 직선거리 3km 이하,18
214021361,수안초등학교,동래구,166,214021235,달북초등학교,동래구,513,20.52,False,1.892406,학교점 간 직선거리 3km 이하,19
214021361,수안초등학교,동래구,166,214021462,연동초등학교,연제구,542,20.074074074074073,False,1.977408,학교점 간 직선거리 3km 이하,20
214021361,수안초등학교,동래구,166,214021145,교동초등학교,동래구,862,23.2972972972973,False,1.977427,학교점 간 직선거리 3km 이하,21
214021361,수안초등학교,동래구,166,214021379,안락초등학교,동래구,187,15.583333333333334,True,2.071685,학교점 간 직선거리 3km 이하,22
214021361,수안초등학교,동래구,166,214021352,서명초등학교,금정구,36,5.142857142857143,True,2.08145,학교점 간 직선거리 3km 이하,23
214021361,수안초등학교,동래구,166,214021249,예원초등학교,동래구,878,25.085714285714285,False,2.159607,학교점 간 직선거리 3km 이하,24
214021361,수안초등학교,동래구,166,214021474,연일초등학교,연제구,94,13.428571428571429,True,2.256592,학교점 간 직선거리 3km 이하,25
214021361,수안초등학교,동래구,166,214021289,명서초등학교,동래구,94,13.428571428571429,True,2.264683,학교점 간 직선거리 3km 이하,26
214021361,수안초등학교,동래구,166,214021325,사직초등학교,동래구,951,23.775,False,2.39223,학교점 간 직선거리 3km 이하,27
214021361,수안초등학교,동래구,166,214021481,연천초등학교,연제구,583,21.59259259259259,False,2.418262,학교점 간 직선거리 3km 이하,28
214021361,수안초등학교,동래구,166,214021271,명동초등학교,동래구,454,19.73913043478261,False,2.479414,학교점 간 직선거리 3km 이하,29
214021361,수안초등학교,동래구,166,214021468,연산초등학교,연제구,787,20.17948717948718,False,2.488918,학교점 간 직선거리 3km 이하,30
214021361,수안초등학교,동래구,166,214021024,서동초등학교,금정구,62,8.857142857142858,True,2.554494,학교점 간 직선거리 3km 이하,31
214021361,수안초등학교,동래구,166,214021262,동현초등학교,금정구,289,18.0625,False,2.642022,학교점 간 직선거리 3km 이하,32
214021361,수안초등학교,동래구,166,214021264,동명초등학교,연제구,155,11.923076923076923,True,2.652472,학교점 간 직선거리 3km 이하,33
214021361,수안초등학교,동래구,166,214021370,안남초등학교,동래구,732,22.875,False,2.672033,학교점 간 직선거리 3km 이하,34
214021361,수안초등학교,동래구,166,214021253,동상초등학교,금정구,100,14.285714285714286,True,2.698613,학교점 간 직선거리 3km 이하,35
214021361,수안초등학교,동래구,166,214021156,거제초등학교,연제구,803,22.942857142857143,False,2.748784,학교점 간 직선거리 3km 이하,36
214021361,수안초등학교,동래구,166,214021514,충렬초등학교,동래구,94,13.428571428571429,True,2.849536,학교점 간 직선거리 3km 이하,37
214021361,수안초등학교,동래구,166,213021460,양정초등학교,부산진구,776,18.926829268292682,False,2.977645,학교점 간 직선거리 3km 이하,38
214021379,안락초등학교,동래구,187,214021271,명동초등학교,동래구,454,19.73913043478261,False,0.674809,학교점 간 직선거리 3km 이하,1
214021379,안락초등학교,동래구,187,214021514,충렬초등학교,동래구,94,13.428571428571429,True,0.807069,학교점 간 직선거리 3km 이하,2
214021379,안락초등학교,동래구,187,214021542,안진초등학교,동래구,394,21.88888888888889,False,0.888335,학교점 간 직선거리 3km 이하,3
214021379,안락초등학교,동래구,187,214021298,명장초등학교,동래구,339,18.833333333333332,False,0.900983,학교점 간 직선거리 3km 이하,4
214021379,안락초등학교,동래구,187,216021021,반안초등학교,해운대구,516,20.64,False,0.929524,학교점 간 직선거리 3km 이하,5
214021379,안락초등학교,동래구,187,214021253,동상초등학교,금정구,100,14.285714285714286,True,1.081821,학교점 간 직선거리 3km 이하,6
214021379,안락초등학교,동래구,187,214021289,명서초등학교,동래구,94,13.428571428571429,True,1.126815,학교점 간 직선거리 3km 이하,7
214021379,안락초등학교,동래구,187,214021370,안남초등학교,동래구,732,22.875,False,1.22802,학교점 간 직선거리 3km 이하,8
214021379,안락초등학교,동래구,187,214021384,안민초등학교,동래구,615,21.964285714285715,False,1.231344,학교점 간 직선거리 3km 이하,9
214021379,안락초등학교,동래구,187,214021226,내성초등학교,동래구,107,11.88888888888889,True,1.24271,학교점 간 직선거리 3km 이하,10
214021379,안락초등학교,동래구,187,214021199,낙민초등학교,동래구,589,21.035714285714285,False,1.374689,학교점 간 직선거리 3km 이하,11
214021379,안락초등학교,동래구,187,216021569,삼어초등학교,해운대구,272,17.0,False,1.375864,학교점 간 직선거리 3km 이하,12
214021379,안락초등학교,동래구,187,214021471,연신초등학교,연제구,578,20.642857142857142,False,1.397612,학교점 간 직선거리 3km 이하,13
214021379,안락초등학교,동래구,187,216021412,장산초등학교,해운대구,701,22.612903225806452,False,1.527011,학교점 간 직선거리 3km 이하,14
214021379,안락초등학교,동래구,187,214021352,서명초등학교,금정구,36,5.142857142857143,True,1.642853,학교점 간 직선거리 3km 이하,15
214021379,안락초등학교,동래구,187,214021481,연천초등학교,연제구,583,21.59259259259259,False,1.776833,학교점 간 직선거리 3km 이하,16
214021379,안락초등학교,동래구,187,214021145,교동초등학교,동래구,862,23.2972972972973,False,1.785829,학교점 간 직선거리 3km 이하,17
214021379,안락초등학교,동래구,187,214021159,과정초등학교,연제구,425,20.238095238095237,False,1.828526,학교점 간 직선거리 3km 이하,18
214021379,안락초등학교,동래구,187,214021280,명륜초등학교,동래구,1110,25.227272727272727,False,1.921623,학교점 간 직선거리 3km 이하,19
214021379,안락초등학교,동래구,187,216021200,무정초등학교,해운대구,504,21.0,False,1.935657,학교점 간 직선거리 3km 이하,20
214021379,안락초등학교,동래구,187,214021470,연서초등학교,연제구,591,19.7,False,1.944444,학교점 간 직선거리 3km 이하,21
214021379,안락초등학교,동래구,187,214021172,금사초등학교,금정구,268,16.75,False,1.95951,학교점 간 직선거리 3km 이하,22
214021379,안락초등학교,동래구,187,214021024,서동초등학교,금정구,62,8.857142857142858,True,1.972467,학교점 간 직선거리 3km 이하,23
214021379,안락초등학교,동래구,187,216021570,송수초등학교,해운대구,850,22.36842105263158,False,2.001905,학교점 간 직선거리 3km 이하,24
214021379,안락초등학교,동래구,187,216021396,인지초등학교,해운대구,502,20.916666666666668,False,2.009671,학교점 간 직선거리 3km 이하,25
214021379,안락초등학교,동래구,187,214021361,수안초등학교,동래구,166,13.833333333333334,True,2.071685,학교점 간 직선거리 3km 이하,26
214021379,안락초등학교,동래구,187,214021474,연일초등학교,연제구,94,13.428571428571429,True,2.090864,학교점 간 직선거리 3km 이하,27
214021379,안락초등학교,동래구,187,216021328,신재초등학교,해운대구,303,17.823529411764707,False,2.128634,학교점 간 직선거리 3km 이하,28
214021379,안락초등학교,동래구,187,216021238,반석초등학교,해운대구,62,8.857142857142858,True,2.247365,학교점 간 직선거리 3km 이하,29
214021379,안락초등학교,동래구,187,214021262,동현초등학교,금정구,289,18.0625,False,2.404165,학교점 간 직선거리 3km 이하,30
214021379,안락초등학교,동래구,187,216021256,반여초등학교,해운대구,161,12.384615384615385,True,2.405358,학교점 간 직선거리 3km 이하,31
214021379,안락초등학교,동래구,187,214021462,연동초등학교,연제구,542,20.074074074074073,False,2.415108,학교점 간 직선거리 3km 이하,32
214021379,안락초등학교,동래구,187,214021529,토현초등학교,연제구,242,17.285714285714285,False,2.440065,학교점 간 직선거리 3km 이하,33
214021379,안락초등학교,동래구,187,214021158,거학초등학교,연제구,543,21.72,False,2.444091,학교점 간 직선거리 3km 이하,34
214021379,안락초등학교,동래구,187,214021217,내산초등학교,동래구,215,16.53846153846154,True,2.479133,학교점 간 직선거리 3km 이하,35
214021379,안락초등학교,동래구,187,216021232,반산초등학교,해운대구,291,15.31578947368421,False,2.602614,학교점 간 직선거리 3km 이하,36
214021379,안락초등학교,동래구,187,214021214,미남초등학교,동래구,266,17.733333333333334,False,2.760542,학교점 간 직선거리 3km 이하,37
214021379,안락초등학교,동래구,187,216021268,배산초등학교,수영구,512,20.48,False,2.768548,학교점 간 직선거리 3km 이하,38
214021379,안락초등학교,동래구,187,214021532,현곡초등학교,금정구,86,12.285714285714286,True,2.815671,학교점 간 직선거리 3km 이하,39
214021379,안락초등학교,동래구,187,216021436,재송초등학교,해운대구,336,17.68421052631579,False,2.841847,학교점 간 직선거리 3km 이하,40
214021379,안락초등학교,동래구,187,214021264,동명초등학교,연제구,155,11.923076923076923,True,2.878601,학교점 간 직선거리 3km 이하,41
214021379,안락초등학교,동래구,187,216021571,센텀초등학교,해운대구,1472,26.285714285714285,False,2.89105,학교점 간 직선거리 3km 이하,42
214021379,안락초등학교,동래구,187,214021469,온천초등학교,동래구,1064,23.130434782608695,False,2.919635,학교점 간 직선거리 3km 이하,43
214021514,충렬초등학교,동래구,94,216021021,반안초등학교,해운대구,516,20.64,False,0.312073,학교점 간 직선거리 3km 이하,1
214021514,충렬초등학교,동래구,94,216021412,장산초등학교,해운대구,701,22.612903225806452,False,0.725743,학교점 간 직선거리 3km 이하,2
214021514,충렬초등학교,동래구,94,214021379,안락초등학교,동래구,187,15.583333333333334,True,0.807069,학교점 간 직선거리 3km 이하,3
214021514,충렬초등학교,동래구,94,214021271,명동초등학교,동래구,454,19.73913043478261,False,0.93972,학교점 간 직선거리 3km 이하,4
214021514,충렬초등학교,동래구,94,216021569,삼어초등학교,해운대구,272,17.0,False,0.993861,학교점 간 직선거리 3km 이하,5
214021514,충렬초등학교,동래구,94,214021370,안남초등학교,동래구,732,22.875,False,1.032548,학교점 간 직선거리 3km 이하,6
214021514,충렬초등학교,동래구,94,216021200,무정초등학교,해운대구,504,21.0,False,1.128601,학교점 간 직선거리 3km 이하,7
214021514,충렬초등학교,동래구,94,216021396,인지초등학교,해운대구,502,20.916666666666668,False,1.252456,학교점 간 직선거리 3km 이하,8
214021514,충렬초등학교,동래구,94,214021253,동상초등학교,금정구,100,14.285714285714286,True,1.283191,학교점 간 직선거리 3km 이하,9
214021514,충렬초등학교,동래구,94,214021542,안진초등학교,동래구,394,21.88888888888889,False,1.301942,학교점 간 직선거리 3km 이하,10
214021514,충렬초등학교,동래구,94,216021570,송수초등학교,해운대구,850,22.36842105263158,False,1.356863,학교점 간 직선거리 3km 이하,11
214021514,충렬초등학교,동래구,94,216021328,신재초등학교,해운대구,303,17.823529411764707,False,1.392486,학교점 간 직선거리 3km 이하,12
214021514,충렬초등학교,동래구,94,214021159,과정초등학교,연제구,425,20.238095238095237,False,1.524011,학교점 간 직선거리 3km 이하,13
214021514,충렬초등학교,동래구,94,214021289,명서초등학교,동래구,94,13.428571428571429,True,1.626965,학교점 간 직선거리 3km 이하,14
214021514,충렬초등학교,동래구,94,214021298,명장초등학교,동래구,339,18.833333333333332,False,1.627053,학교점 간 직선거리 3km 이하,15
214021514,충렬초등학교,동래구,94,216021256,반여초등학교,해운대구,161,12.384615384615385,True,1.639025,학교점 간 직선거리 3km 이하,16
214021514,충렬초등학교,동래구,94,216021238,반석초등학교,해운대구,62,8.857142857142858,True,1.717745,학교점 간 직선거리 3km 이하,17
214021514,충렬초등학교,동래구,94,214021384,안민초등학교,동래구,615,21.964285714285715,False,1.779315,학교점 간 직선거리 3km 이하,18
214021514,충렬초등학교,동래구,94,216021232,반산초등학교,해운대구,291,15.31578947368421,False,1.807926,학교점 간 직선거리 3km 이하,19
214021514,충렬초등학교,동래구,94,214021481,연천초등학교,연제구,583,21.59259259259259,False,1.877879,학교점 간 직선거리 3km 이하,20
214021514,충렬초등학교,동래구,94,214021471,연신초등학교,연제구,578,20.642857142857142,False,1.905185,학교점 간 직선거리 3km 이하,21
214021514,충렬초등학교,동래구,94,214021226,내성초등학교,동래구,107,11.88888888888889,True,2.049775,학교점 간 직선거리 3km 이하,22
214021514,충렬초등학교,동래구,94,214021172,금사초등학교,금정구,268,16.75,False,2.063266,학교점 간 직선거리 3km 이하,23
214021514,충렬초등학교,동래구,94,214021529,토현초등학교,연제구,242,17.285714285714285,False,2.122853,학교점 간 직선거리 3km 이하,24
214021514,충렬초등학교,동래구,94,214021199,낙민초등학교,동래구,589,21.035714285714285,False,2.130967,학교점 간 직선거리 3km 이하,25
214021514,충렬초등학교,동래구,94,216021436,재송초등학교,해운대구,336,17.68421052631579,False,2.133079,학교점 간 직선거리 3km 이하,26
214021514,충렬초등학교,동래구,94,214021352,서명초등학교,금정구,36,5.142857142857143,True,2.257606,학교점 간 직선거리 3km 이하,27
214021514,충렬초등학교,동래구,94,214021474,연일초등학교,연제구,94,13.428571428571429,True,2.320376,학교점 간 직선거리 3km 이하,28
214021514,충렬초등학교,동래구,94,216021571,센텀초등학교,해운대구,1472,26.285714285714285,False,2.334126,학교점 간 직선거리 3km 이하,29
214021514,충렬초등학교,동래구,94,214021145,교동초등학교,동래구,862,23.2972972972973,False,2.439417,학교점 간 직선거리 3km 이하,30
214021514,충렬초등학교,동래구,94,214021024,서동초등학교,금정구,62,8.857142857142858,True,2.475726,학교점 간 직선거리 3km 이하,31
214021514,충렬초등학교,동래구,94,214021470,연서초등학교,연제구,591,19.7,False,2.516563,학교점 간 직선거리 3km 이하,32
214021514,충렬초등학교,동래구,94,214021280,명륜초등학교,동래구,1110,25.227272727272727,False,2.724658,학교점 간 직선거리 3km 이하,33
214021514,충렬초등학교,동래구,94,216021268,배산초등학교,수영구,512,20.48,False,2.73035,학교점 간 직선거리 3km 이하,34
214021514,충렬초등학교,동래구,94,214021462,연동초등학교,연제구,542,20.074074074074073,False,2.798101,학교점 간 직선거리 3km 이하,35
214021514,충렬초등학교,동래구,94,216021196,망미초등학교,수영구,386,18.38095238095238,False,2.841063,학교점 간 직선거리 3km 이하,36
214021514,충렬초등학교,동래구,94,214021361,수안초등학교,동래구,166,13.833333333333334,True,2.849536,학교점 간 직선거리 3km 이하,37
214021514,충렬초등학교,동래구,94,214021262,동현초등학교,금정구,289,18.0625,False,2.954314,학교점 간 직선거리 3km 이하,38
213021106,가남초등학교,부산진구,53,213021124,가야초등학교,부산진구,961,21.84090909090909,False,0.715753,학교점 간 직선거리 3km 이하,1
213021106,가남초등학교,부산진구,53,213021394,선암초등학교,부산진구,121,12.1,True,0.720466,학교점 간 직선거리 3km 이하,2
213021106,가남초등학교,부산진구,53,213021358,부전초등학교,부산진구,352,18.526315789473685,False,0.826296,학교점 간 직선거리 3km 이하,3
213021106,가남초등학교,부산진구,53,213021196,당감초등학교,부산진구,172,17.2,True,1.114092,학교점 간 직선거리 3km 이하,4
213021106,가남초등학교,부산진구,53,213021202,당평초등학교,부산진구,223,17.153846153846153,True,1.119601,학교점 간 직선거리 3km 이하,5
213021106,가남초등학교,부산진구,53,213021352,부산진초등학교,부산진구,437,18.208333333333332,False,1.220433,학교점 간 직선거리 3km 이하,6
213021106,가남초등학교,부산진구,53,213021346,부암초등학교,부산진구,697,19.914285714285715,False,1.239574,학교점 간 직선거리 3km 이하,7
213021106,가남초등학교,부산진구,53,213021418,성지초등학교,부산진구,458,18.32,False,1.591385,학교점 간 직선거리 3km 이하,8
213021106,가남초등학교,부산진구,53,213021148,개포초등학교,부산진구,222,15.857142857142858,True,1.663212,학교점 간 직선거리 3km 이하,9
213021106,가남초등학교,부산진구,53,213021264,동평초등학교,부산진구,513,21.375,False,1.67209,학교점 간 직선거리 3km 이하,10
213021106,가남초등학교,부산진구,53,213021283,범일초등학교,동구,181,13.923076923076923,True,1.735193,학교점 간 직선거리 3km 이하,11
213021106,가남초등학교,부산진구,53,213021130,가평초등학교,부산진구,623,20.766666666666666,False,1.782296,학교점 간 직선거리 3km 이하,12
213021106,가남초등학교,부산진구,53,213021623,개원초등학교,부산진구,457,19.041666666666668,False,1.811002,학교점 간 직선거리 3km 이하,13
213021106,가남초등학교,부산진구,53,213021490,전포초등학교,부산진구,348,16.571428571428573,False,1.840087,학교점 간 직선거리 3km 이하,14
213021106,가남초등학교,부산진구,53,213021406,성서초등학교,부산진구,178,13.692307692307692,True,1.969463,학교점 간 직선거리 3km 이하,15
213021106,가남초등학교,부산진구,53,213021478,연지초등학교,부산진구,1286,22.964285714285715,False,2.149258,학교점 간 직선거리 3km 이하,16
213021106,가남초등학교,부산진구,53,213021154,개화초등학교,부산진구,165,16.5,True,2.185214,학교점 간 직선거리 3km 이하,17
213021106,가남초등학교,부산진구,53,213021335,수성초등학교,동구,124,13.777777777777779,True,2.222324,학교점 간 직선거리 3km 이하,18
213021106,가남초등학교,부산진구,53,213021269,성북초등학교,부산진구,616,20.533333333333335,False,2.227986,학교점 간 직선거리 3km 이하,19
213021106,가남초등학교,부산진구,53,213021142,개금초등학교,부산진구,554,21.307692307692307,False,2.230191,학교점 간 직선거리 3km 이하,20
213021106,가남초등학교,부산진구,53,213021412,성전초등학교,부산진구,442,21.047619047619047,False,2.288365,학교점 간 직선거리 3km 이하,21
213021106,가남초등학교,부산진구,53,213021268,동원초등학교,부산진구,626,22.357142857142858,False,2.383162,학교점 간 직선거리 3km 이하,22
213021106,가남초등학교,부산진구,53,213021484,연학초등학교,부산진구,355,19.72222222222222,False,2.440759,학교점 간 직선거리 3km 이하,23
213021106,가남초등학교,부산진구,53,213021502,주례초등학교,부산진구,299,17.58823529411765,False,2.443415,학교점 간 직선거리 3km 이하,24
213021106,가남초등학교,부산진구,53,213021295,성남초등학교,동구,567,20.25,False,2.515067,학교점 간 직선거리 3km 이하,25
213021106,가남초등학교,부산진구,53,213021257,개림초등학교,부산진구,671,20.96875,False,2.550342,학교점 간 직선거리 3km 이하,26
213021106,가남초등학교,부산진구,53,213021300,성동초등학교,남구,753,21.514285714285716,False,2.572472,학교점 간 직선거리 3km 이하,27
213021106,가남초등학교,부산진구,53,213021345,수정초등학교,동구,335,18.61111111111111,False,2.592163,학교점 간 직선거리 3km 이하,28
213021106,가남초등학교,부산진구,53,213021454,양성초등학교,부산진구,299,16.61111111111111,False,2.668925,학교점 간 직선거리 3km 이하,29
213021106,가남초등학교,부산진구,53,213021551,동양초등학교,부산진구,189,15.75,True,2.743389,학교점 간 직선거리 3km 이하,30
213021106,가남초등학교,부산진구,53,213021210,문현초등학교,남구,485,17.962962962962962,False,2.82318,학교점 간 직선거리 3km 이하,31
213021106,가남초등학교,부산진구,53,215021501,주양초등학교,사상구,284,16.705882352941178,False,2.910812,학교점 간 직선거리 3km 이하,32
213021148,개포초등학교,부산진구,222,213021154,개화초등학교,부산진구,165,16.5,True,0.546256,학교점 간 직선거리 3km 이하,1
213021148,개포초등학교,부산진구,222,213021623,개원초등학교,부산진구,457,19.041666666666668,False,0.657717,학교점 간 직선거리 3km 이하,2
213021148,개포초등학교,부산진구,222,213021142,개금초등학교,부산진구,554,21.307692307692307,False,0.796854,학교점 간 직선거리 3km 이하,3
213021148,개포초등학교,부산진구,222,213021202,당평초등학교,부산진구,223,17.153846153846153,True,0.835572,학교점 간 직선거리 3km 이하,4
213021148,개포초등학교,부산진구,222,213021257,개림초등학교,부산진구,671,20.96875,False,0.989091,학교점 간 직선거리 3km 이하,5
213021148,개포초등학교,부산진구,222,213021124,가야초등학교,부산진구,961,21.84090909090909,False,1.048742,학교점 간 직선거리 3km 이하,6
213021148,개포초등학교,부산진구,222,213021130,가평초등학교,부산진구,623,20.766666666666666,False,1.110145,학교점 간 직선거리 3km 이하,7
213021148,개포초등학교,부산진구,222,213021264,동평초등학교,부산진구,513,21.375,False,1.260201,학교점 간 직선거리 3km 이하,8
213021148,개포초등학교,부산진구,222,215021501,주양초등학교,사상구,284,16.705882352941178,False,1.435244,학교점 간 직선거리 3km 이하,9
213021148,개포초등학교,부산진구,222,213021196,당감초등학교,부산진구,172,17.2,True,1.466367,학교점 간 직선거리 3km 이하,10
213021148,개포초등학교,부산진구,222,213021502,주례초등학교,부산진구,299,17.58823529411765,False,1.58658,학교점 간 직선거리 3km 이하,11
213021148,개포초등학교,부산진구,222,213021268,동원초등학교,부산진구,626,22.357142857142858,False,1.648629,학교점 간 직선거리 3km 이하,12
213021148,개포초등학교,부산진구,222,213021106,가남초등학교,부산진구,53,7.571428571428571,True,1.663212,학교점 간 직선거리 3km 이하,13
213021148,개포초등학교,부산진구,222,215021514,주학초등학교,사상구,42,6.0,True,1.93333,학교점 간 직선거리 3km 이하,14
213021148,개포초등학교,부산진구,222,213021551,동양초등학교,부산진구,189,15.75,True,2.018534,학교점 간 직선거리 3km 이하,15
213021148,개포초등학교,부산진구,222,213021346,부암초등학교,부산진구,697,19.914285714285715,False,2.134958,학교점 간 직선거리 3km 이하,16
213021148,개포초등학교,부산진구,222,213021394,선암초등학교,부산진구,121,12.1,True,2.287102,학교점 간 직선거리 3km 이하,17
213021148,개포초등학교,부산진구,222,215021298,동주초등학교,사상구,421,19.136363636363637,False,2.315223,학교점 간 직선거리 3km 이하,18
213021148,개포초등학교,부산진구,222,215021505,주감초등학교,사상구,611,21.06896551724138,False,2.351512,학교점 간 직선거리 3km 이하,19
213021148,개포초등학교,부산진구,222,213021358,부전초등학교,부산진구,352,18.526315789473685,False,2.455653,학교점 간 직선거리 3km 이하,20
